Fecha,Ubicacion,Local,Resultado,Visitante,year
25 de febrero,Quito,Deportivo Quito,1:1,Cruzeiro,2009
26 de febrero,La Plata,Estudiantes (LP),1:0,Universitario,2009
4 de marzo,Sucre,Universitario,0:1,Cruzeiro,2009
10 de marzo,Quito,Deportivo Quito,1:0,Estudiantes (LP),2009
18 de marzo,Belo Horizonte,Cruzeiro,2:0,Universitario,2009
19 de marzo,La Plata,Estudiantes (LP),4:0,Deportivo Quito,2009
8 de abril,La Plata,Estudiantes (LP),4:0,Cruzeiro,2009
14 de abril,Quito,Deportivo Quito,3:1,Universitario,2009
22 de abril,Belo Horizonte,Cruzeiro,2:0,Deportivo Quito,2009
22 de abril,Sucre,Universitario,0:0,Estudiantes (LP),2009
11 de febrero,Lanús,Lanús,1:1,Guadalajara,2009
17 de febrero,Viña del Mar,Everton,1:0,Caracas,2009
25 de febrero,Caracas,Caracas,3:1,Lanús,2009
25 de febrero,Guadalajara,Guadalajara,6:2,Everton,2009
3 de marzo,Caracas,Caracas,2:0,Guadalajara,2009
11 de marzo,Viña del Mar,Everton,1:1,Lanús,2009
11 de marzo,Guadalajara,Guadalajara,1:0,Caracas,2009
17 de marzo,Lanús,Lanús,1:2,Everton,2009
14 de abril,Caracas,Caracas,1:0,Everton,2009
14 de abril,Guadalajara,Guadalajara,0:0,Lanús,2009
29 de abril,Viña del Mar,Everton,1:1,Guadalajara,2009
29 de abril,Lanús,Lanús,1:1,Caracas,2009
10 de febrero,Cochabamba,Aurora,0:3,Boyacá Chicó,2009
25 de febrero,Porto Alegre,Grêmio,0:0,Universidad de Chile,2009
4 de marzo,Coquimbo,Universidad de Chile,3:0,Aurora,2009
11 de marzo,Tunja,Boyacá Chicó,0:1,Grêmio,2009
18 de marzo,Tunja,Boyacá Chicó,3:0,Universidad de Chile,2009
25 de marzo,Cochabamba,Aurora,1:2,Grêmio,2009
7 de abril,Porto Alegre,Grêmio,3:0,Aurora,2009
8 de abril,Santiago,Universidad de Chile,3:0,Boyacá Chicó,2009
15 de abril,Santiago,Universidad de Chile,0:2,Grêmio,2009
16 de abril,Tunja,Boyacá Chicó,2:1,Aurora,2009
28 de abril,Porto Alegre,Grêmio,3:0,Boyacá Chicó,2009
28 de abril,Cochabamba,Aurora,1:2,Universidad de Chile,2009
11 de febrero,Buenos Aires,San Lorenzo,4:1,San Luis,2009
11 de febrero,Luque,Libertad,2:1,Universitario,2009
19 de febrero,Lima,Universitario,1:0,San Lorenzo,2009
26 de febrero,San Luis Potosí,San Luis,0:1,Libertad,2009
5 de marzo,Luque,Libertad,2:0,San Lorenzo,2009
10 de marzo,Lima,Universitario,0:0,San Luis,2009
18 de marzo,Buenos Aires,San Lorenzo,0:1,Libertad,2009
18 de marzo,San Luis Potosí,San Luis,2:2,Universitario,2009
7 de abril,Lima,Universitario,2:1,Libertad,2009
8 de abril,San Luis Potosí,San Luis,2:0,San Lorenzo,2009
28 de abril,Buenos Aires,San Lorenzo,2:0,Universitario,2009
28 de abril,Luque,Libertad,0:2,San Luis,2009
"6 de mayo de 2009, 19:50 (UTC-5)",Lima,Universidad San Martín,1:3,Grêmio,2009
"13 de mayo de 2009, 22:00 (UTC-3)",Porto Alegre,Grêmio,2:0,Universidad San Martín,2009
"7 de mayo de 2009, 15:50 (UTC-5)",Cuenca,Deportivo Cuenca,2:1,Caracas,2009
"12 de mayo de 2009, 21:15 (UTC-4:30)",Caracas,Caracas,4:0,Deportivo Cuenca,2009
"7 de mayo de 2009, 21:15 (UTC-4)",Santiago,Universidad de Chile,1:2,Cruzeiro,2009
"14 de mayo de 2009, 19:30 (UTC-3)",Belo Horizonte,Cruzeiro,1:0,Universidad de Chile,2009
"14 de mayo de 2009, 19:30 (UTC-3)",Montevideo,Defensor Sporting,2:2,Boca Juniors,2009
"21 de mayo de 2009, 19:50 (UTC-3)",Buenos Aires,Boca Juniors,0:1,Defensor Sporting,2009
"7 de mayo de 2009, 20:00 (UTC-5)",La Plata,Estudiantes (LP),3:0,Libertad,2009
"14 de mayo de 2009, 21:00 (UTC-3)",Luque,Libertad,0:0,Estudiantes (LP),2009
"5 de mayo de 2009, 21:15 (UTC-3)",São Paulo,Palmeiras,1:0,Sport Recife,2009
"12 de mayo de 2009, 20:15 (UTC-3)",Recife,Sport Recife,1:0,Palmeiras,2009
"27 de mayo de 2009, 20:20 (UTC-4:30)",Caracas,Caracas,1:1,Grêmio,2009
"17 de junio de 2009, 21:50 (UTC-3)",Porto Alegre,Grêmio,0:0,Caracas,2009
"27 de mayo de 2009, 21:50 (UTC-3)",Belo Horizonte,Cruzeiro,2:1,São Paulo,2009
"18 de junio de 2009, 22:00 (UTC-3)",São Paulo,São Paulo,0:2,Cruzeiro,2009
"28 de mayo de 2009, 19:30 (UTC-3)",Montevideo,Defensor Sporting,0:1,Estudiantes (LP),2009
"18 de junio de 2009, 19:30 (UTC-5)",La Plata,Estudiantes (LP),1:0,Defensor Sporting,2009
"28 de mayo de 2009, 22:00 (UTC-3)",São Paulo,Palmeiras,1:1,Nacional,2009
"17 de junio de 2009, 19:20 (UTC-3)",Montevideo,Nacional,0:0,Palmeiras,2009
"24 de junio de 2009, 21:50 (UTC-3)",Belo Horizonte,Cruzeiro,3:1,Grêmio,2009
"2 de julio de 2009, 21:50 (UTC-3)",Porto Alegre,Grêmio,2:2,Cruzeiro,2009
"25 de junio de 2009, 19:40 (UTC-5)",La Plata,Estudiantes (LP),1:0,Nacional,2009
"1 de julio de 2009, 21:15 (UTC-3)",Montevideo,Nacional,1:2,Estudiantes (LP),2009
"8 de julio de 2009, 21:50 (UTC-3)",La Plata,Estudiantes (LP),0:0,Cruzeiro,2009
"15 de julio de 2009, 21:50 (UTC-3)",Belo Horizonte,Cruzeiro,1:2,Estudiantes (LP),2009
11 de febrero,Asunción,Cerro Porteño,1:1,Independiente Medellín,2010
24 de febrero,São Paulo,Corinthians,2:1,Racing,2010
9 de marzo,Montevideo,Racing,2:1,Cerro Porteño,2010
10 de marzo,Bogotá,Independiente Medellín,1:1,Corinthians,2010
17 de marzo,Asunción,Cerro Porteño,0:1,Corinthians,2010
18 de marzo,Manizales,Independiente Medellín,0:0,Racing,2010
25 de marzo,Montevideo,Racing,1:0,Independiente Medellín,2010
1 de abril,São Paulo,Corinthians,2:1,Cerro Porteño,2010
8 de abril,Medellín,Independiente Medellín,1:0,Cerro Porteño,2010
14 de abril,Montevideo,Racing,0:2,Corinthians,2010
22 de abril,São Paulo,Corinthians,1:0,Independiente Medellín,2010
22 de abril,Asunción,Cerro Porteño,0:0,Racing,2010
9 de febrero,Asunción,Nacional,0:2,Once Caldas,2010
10 de febrero,São Paulo,São Paulo,2:0,Monterrey,2010
24 de febrero,Monterrey,Monterrey,2:1,Nacional,2010
25 de febrero,Manizales,Once Caldas,2:1,São Paulo,2010
10 de marzo,Manizales,Once Caldas,1:1,Monterrey,2010
11 de marzo,Asunción,Nacional,0:2,São Paulo,2010
17 de marzo,Monterrey,Monterrey,2:2,Once Caldas,2010
18 de marzo,São Paulo,São Paulo,3:0,Nacional,2010
31 de marzo,Monterrey,Monterrey,0:0,São Paulo,2010
1 de abril,Manizales,Once Caldas,1:0,Nacional,2010
21 de abril,Asunción,Nacional,2:0,Monterrey,2010
21 de abril,São Paulo,São Paulo,1:0,Once Caldas,2010
10 de febrero,La Paz,Bolívar,1:3,Alianza Lima,2010
11 de febrero,Quilmes,Estudiantes (LP),5:1,Juan Aurich,2010
18 de febrero,Lima,Alianza Lima,4:1,Estudiantes (LP),2010
24 de febrero,Chiclayo,Juan Aurich,2:0,Bolívar,2010
9 de marzo,La Paz,Bolívar,0:0,Estudiantes (LP),2010
10 de marzo,Lima,Alianza Lima,2:0,Juan Aurich,2010
16 de marzo,Chiclayo,Juan Aurich,4:2,Alianza Lima,2010
23 de marzo,Quilmes,Estudiantes (LP),2:0,Bolívar,2010
30 de marzo,Chiclayo,Juan Aurich,0:2,Estudiantes (LP),2010
8 de abril,Lima,Alianza Lima,1:0,Bolívar,2010
20 de abril,La Paz,Bolívar,2:0,Juan Aurich,2010
20 de abril,Quilmes,Estudiantes (LP),1:0,Alianza Lima,2010
9 de febrero,Lanús,Lanús,0:2,Libertad,2010
11 de febrero,Santa Cruz,Blooming,1:2,Universitario,2010
16 de febrero,Asunción,Libertad,4:0,Blooming,2010
17 de febrero,Lima,Universitario,2:0,Lanús,2010
25 de febrero,Santa Cruz,Blooming,1:4,Lanús,2010
25 de febrero,Lima,Universitario,0:0,Libertad,2010
23 de marzo,Asunción,Libertad,1:1,Universitario,2010
24 de marzo,Lanús,Lanús,1:0,Blooming,2010
30 de marzo,Asunción,Libertad,1:1,Lanús,2010
6 de abril,Lima,Universitario,0:0,Blooming,2010
15 de abril,Santa Cruz,Blooming,1:2,Libertad,2010
15 de abril,Lanús,Lanús,0:0,Universitario,2010
9 de febrero,Montevideo,Cerro,2:0,Deportivo Quito,2010
23 de febrero,Porto Alegre,Internacional,2:1,Emelec,2010
11 de marzo,Guayaquil,Emelec,1:2,Cerro,2010
11 de marzo,Quito,Deportivo Quito,1:1,Internacional,2010
18 de marzo,Rivera,Cerro,0:0,Internacional,2010
25 de marzo,Quito,Deportivo Quito,1:0,Emelec,2010
31 de marzo,Porto Alegre,Internacional,2:0,Cerro,2010
1 de abril,Guayaquil,Emelec,0:1,Deportivo Quito,2010
13 de abril,Quito,Deportivo Quito,2:1,Cerro,2010
14 de abril,Guayaquil,Emelec,0:0,Internacional,2010
22 de abril,Montevideo,Cerro,0:0,Emelec,2010
22 de abril,Porto Alegre,Internacional,3:0,Deportivo Quito,2010
10 de febrero,Banfield,Banfield,2:1,Monarcas Morelia,2010
11 de febrero,Montevideo,Nacional,3:2,Deportivo Cuenca,2010
17 de febrero,Cuenca,Deportivo Cuenca,1:4,Banfield,2010
23 de febrero,Morelia,Monarcas Morelia,0:0,Nacional,2010
9 de marzo,Cuenca,Deportivo Cuenca,2:0,Monarcas Morelia,2010
10 de marzo,Montevideo,Nacional,2:2,Banfield,2010
16 de marzo,Banfield,Banfield,0:2,Nacional,2010
16 de marzo,Morelia,Monarcas Morelia,2:1,Deportivo Cuenca,2010
31 de marzo,Morelia,Monarcas Morelia,1:1,Banfield,2010
7 de abril,Cuenca,Deportivo Cuenca,0:0,Nacional,2010
21 de abril,Montevideo,Nacional,2:0,Monarcas Morelia,2010
21 de abril,Banfield,Banfield,4:1,Deportivo Cuenca,2010
10 de febrero,Buenos Aires,Vélez Sarsfield,2:0,Cruzeiro,2010
16 de febrero,Santiago,Colo-Colo,1:0,Deportivo Italia,2010
23 de febrero,Caracas,Deportivo Italia,0:1,Vélez Sarsfield,2010
24 de febrero,Belo Horizonte,Cruzeiro,4:1,Colo-Colo,2010
11 de marzo,Caracas,Deportivo Italia,2:2,Cruzeiro,2010
16 de marzo,Santiago,Colo-Colo,1:1,Vélez Sarsfield,2010
24 de marzo,Belo Horizonte,Cruzeiro,2:0,Deportivo Italia,2010
25 de marzo,Buenos Aires,Vélez Sarsfield,2:1,Colo-Colo,2010
31 de marzo,Belo Horizonte,Cruzeiro,3:0,Vélez Sarsfield,2010
6 de abril,Caracas,Deportivo Italia,2:3,Colo-Colo,2010
15 de abril,Santiago,Colo-Colo,1:1,Cruzeiro,2010
15 de abril,Buenos Aires,Vélez Sarsfield,4:0,Deportivo Italia,2010
18 de febrero,Viña del Mar,Universidad de Chile,1:0,Caracas,2010
24 de febrero,Río de Janeiro,Flamengo,2:0,Universidad Católica,2010
9 de marzo,Coquimbo,Universidad Católica,2:2,Universidad de Chile,2010
10 de marzo,Caracas,Caracas,1:3,Flamengo,2010
17 de marzo,Caracas,Caracas,0:0,Universidad Católica,2010
17 de marzo,Santiago,Universidad de Chile,2:1,Flamengo,2010
24 de marzo,Santiago,Universidad Católica,1:1,Caracas,2010
8 de abril,Río de Janeiro,Flamengo,2:2,Universidad de Chile,2010
13 de abril,Caracas,Caracas,1:3,Universidad de Chile,2010
14 de abril,Santiago,Universidad Católica,2:0,Flamengo,2010
21 de abril,Santiago,Universidad de Chile,0:0,Universidad Católica,2010
21 de abril,Río de Janeiro,Flamengo,3:2,Caracas,2010
28 de abril de 2010,Río de Janeiro,Flamengo,1:0,Corinthians,2010
5 de mayo de 2010,São Paulo,Corinthians,2:1,Flamengo,2010
29 de abril de 2010,Lima,Alianza Lima,0:1,Universidad de Chile,2010
6 de mayo de 2010,Santiago,Universidad de Chile,2:2,Alianza Lima,2010
27 de abril de 2010,Guadalajara,Guadalajara,3:0,Vélez Sarsfield,2010
4 de mayo de 2010,Buenos Aires,Vélez Sarsfield,2:0,Guadalajara,2010
29 de abril de 2010,Manizales,Once Caldas,0:0,Libertad,2010
6 de mayo de 2010,Asunción,Libertad,2:1,Once Caldas,2010
28 de abril de 2010,Lima,Universitario,0:0,São Paulo,2010
4 de mayo de 2010,São Paulo,São Paulo,0:0,Universitario,2010
29 de abril de 2010,Belo Horizonte,Cruzeiro,3:1,Nacional,2010
5 de mayo de 2010,Montevideo,Nacional,0:3,Cruzeiro,2010
27 de abril de 2010,San Luis Potosí,San Luis,0:1,Estudiantes (LP),2010
5 de mayo de 2010,Quilmes,Estudiantes (LP),3:1,San Luis,2010
28 de abril de 2010,Banfield,Banfield,3:1,Internacional,2010
6 de mayo de 2010,Porto Alegre,Internacional,2:0,Banfield,2010
12 de mayo de 2010,Río de Janeiro,Flamengo,2:3,Universidad de Chile,2010
20 de mayo de 2010,Santiago de Chile,Universidad de Chile,1:2,Flamengo,2010
11 de mayo de 2010,Guadalajara,Guadalajara,3:0,Libertad,2010
18 de mayo de 2010,Asunción,Libertad,2:0,Guadalajara,2010
12 de mayo de 2010,Belo Horizonte,Cruzeiro,0:2,São Paulo,2010
19 de mayo de 2010,Sao Paulo,São Paulo,2:0,Cruzeiro,2010
13 de mayo de 2010,Porto Alegre,Internacional,1:0,Estudiantes (LP),2010
20 de mayo de 2010,Quilmes,Estudiantes (LP),2:1,Internacional,2010
27 de julio de 2010,Ciudad de México,Guadalajara,1:1,Universidad de Chile,2010
3 de agosto de 2010,Santiago de Chile,Universidad de Chile,0:2,Guadalajara,2010
28 de julio de 2010,Porto Alegre,Internacional,1:0,São Paulo,2010
5 de agosto de 2010,São Paulo,São Paulo,2:1,Internacional,2010
"11 de agosto de 2010, 20:50 (UTC-5)",Guadalajara,Guadalajara,1:2,Internacional,2010
"18 de agosto de 2010, 21:50 (UTC-3)",Porto Alegre,Internacional,3:2,Guadalajara,2010
15 de febrero,San Luis Potosí,San Luis,1:2,Libertad,2011
16 de febrero,Manizales,Once Caldas,0:3,Universidad San Martín,2011
22 de febrero,Callao,Universidad San Martín,2:0,San Luis,2011
22 de febrero,Manizales,Once Caldas,1:1,Libertad,2011
2 de marzo,San Luis Potosí,San Luis,1:1,Once Caldas,2011
8 de marzo,Asunción,Libertad,5:1,Universidad San Martín,2011
15 de marzo,Callao,Universidad San Martín,0:1,Libertad,2011
15 de marzo,Manizales,Once Caldas,1:1,San Luis,2011
22 de marzo,Asunción,Libertad,2:2,Once Caldas,2011
22 de marzo,San Luis Potosí,San Luis,3:1,Universidad San Martín,2011
19 de abril,Asunción,Libertad,2:0,San Luis,2011
19 de abril,Callao,Universidad San Martín,0:2,Once Caldas,2011
17 de febrero,Huánuco,León de Huánuco,1:2,Junior,2011
17 de febrero,Porto Alegre,Grêmio,3:0,Oriente Petrolero,2011
23 de febrero,Huánuco,León de Huánuco,1:0,Oriente Petrolero,2011
24 de febrero,Barranquilla,Junior,2:1,Grêmio,2011
3 de marzo,Porto Alegre,Grêmio,2:0,León de Huánuco,2011
9 de marzo,Santa Cruz,Oriente Petrolero,1:2,Junior,2011
17 de marzo,Huánuco,León de Huánuco,1:1,Grêmio,2011
17 de marzo,Barranquilla,Junior,2:1,Oriente Petrolero,2011
24 de marzo,Santa Cruz,Oriente Petrolero,2:0,León de Huánuco,2011
7 de abril,Porto Alegre,Grêmio,2:0,Junior,2011
14 de abril,Santa Cruz,Oriente Petrolero,3:0,Grêmio,2011
14 de abril,Barranquilla,Junior,1:1,León de Huánuco,2011
9 de febrero,Río de Janeiro,Fluminense,2:2,Argentinos Juniors,2011
15 de febrero,Ciudad de México,América,2:0,Nacional,2011
23 de febrero,Río de Janeiro,Fluminense,0:0,Nacional,2011
24 de febrero,Buenos Aires,Argentinos Juniors,3:1,América,2011
2 de marzo,Montevideo,Nacional,0:1,Argentinos Juniors,2011
2 de marzo,Ciudad de México,América,1:0,Fluminense,2011
15 de marzo,Buenos Aires,Argentinos Juniors,0:1,Nacional,2011
23 de marzo,Río de Janeiro,Fluminense,3:2,América,2011
6 de abril,Montevideo,Nacional,2:0,Fluminense,2011
6 de abril,Ciudad de México,América,2:1,Argentinos Juniors,2011
20 de abril,Montevideo,Nacional,0:0,América,2011
20 de abril,Buenos Aires,Argentinos Juniors,2:4,Fluminense,2011
15 de febrero,Buenos Aires,Vélez Sarsfield,3:0,Caracas,2011
16 de febrero,Santiago,Unión Española,2:2,Universidad Católica,2011
3 de marzo,Caracas,Caracas,2:0,Unión Española,2011
3 de marzo,Buenos Aires,Vélez Sarsfield,3:4,Universidad Católica,2011
9 de marzo,Santiago,Universidad Católica,1:3,Caracas,2011
10 de marzo,Santiago,Unión Española,2:1,Vélez Sarsfield,2011
22 de marzo,Caracas,Caracas,0:2,Universidad Católica,2011
24 de marzo,Buenos Aires,Vélez Sarsfield,2:1,Unión Española,2011
6 de abril,Santiago,Unión Española,1:2,Caracas,2011
7 de abril,Santiago,Universidad Católica,0:0,Vélez Sarsfield,2011
14 de abril,Santiago,Universidad Católica,2:1,Unión Española,2011
14 de abril,Caracas,Caracas,0:3,Vélez Sarsfield,2011
15 de febrero,San Cristóbal,Deportivo Táchira,0:0,Santos,2011
17 de febrero,Asunción,Cerro Porteño,5:2,Colo-Colo,2011
1 de marzo,San Cristóbal,Deportivo Táchira,2:4,Colo-Colo,2011
2 de marzo,Santos,Santos,1:1,Cerro Porteño,2011
10 de marzo,Asunción,Cerro Porteño,1:1,Deportivo Táchira,2011
16 de marzo,Santiago,Colo-Colo,3:2,Santos,2011
6 de abril,San Cristóbal,Deportivo Táchira,0:2,Cerro Porteño,2011
6 de abril,Santos,Santos,3:2,Colo-Colo,2011
12 de abril,Santiago,Colo-Colo,2:1,Deportivo Táchira,2011
14 de abril,Asunción,Cerro Porteño,1:2,Santos,2011
20 de abril,Santiago,Colo-Colo,2:3,Cerro Porteño,2011
20 de abril,Santos,Santos,3:1,Deportivo Táchira,2011
16 de febrero,Guayaquil,Emelec,1:1,Internacional,2011
16 de febrero,Tuxtla Gutiérrez,Chiapas,2:0,Jorge Wilstermann,2011
22 de febrero,Guayaquil,Emelec,1:0,Jorge Wilstermann,2011
23 de febrero,Porto Alegre,Internacional,4:0,Chiapas,2011
8 de marzo,Tuxtla Gutiérrez,Chiapas,2:1,Emelec,2011
16 de marzo,Cochabamba,Jorge Wilstermann,1:4,Internacional,2011
16 de marzo,Guayaquil,Emelec,1:0,Chiapas,2011
30 de marzo,Porto Alegre,Internacional,3:0,Jorge Wilstermann,2011
6 de abril,Tuxtla Gutiérrez,Chiapas,1:0,Internacional,2011
7 de abril,Cochabamba,Jorge Wilstermann,0:0,Emelec,2011
19 de abril,Cochabamba,Jorge Wilstermann,2:1,Chiapas,2011
19 de abril,Porto Alegre,Internacional,2:0,Emelec,2011
15 de febrero,Ibagué,Deportes Tolima,1:0,Guaraní,2011
16 de febrero,Sete Lagoas,Cruzeiro,5:0,Estudiantes (LP),2011
22 de febrero,Sete Lagoas,Cruzeiro,4:0,Guaraní,2011
23 de febrero,La Plata,Estudiantes (LP),1:0,Deportes Tolima,2011
2 de marzo,Ibagué,Deportes Tolima,0:0,Cruzeiro,2011
9 de marzo,Asunción,Guaraní,1:2,Estudiantes (LP),2011
16 de marzo,Sete Lagoas,Cruzeiro,6:1,Deportes Tolima,2011
17 de marzo,La Plata,Estudiantes (LP),5:1,Guaraní,2011
30 de marzo,Ibagué,Deportes Tolima,1:1,Estudiantes (LP),2011
30 de marzo,Asunción,Guaraní,0:2,Cruzeiro,2011
13 de abril,Asunción,Guaraní,0:2,Deportes Tolima,2011
13 de abril,La Plata,Estudiantes (LP),0:3,Cruzeiro,2011
17 de febrero,Mendoza,Godoy Cruz,2:1,Liga de Quito,2011
24 de febrero,Avellaneda,Independiente,3:0,Peñarol,2011
1 de marzo,Mendoza,Godoy Cruz,1:3,Peñarol,2011
3 de marzo,Quito,Liga de Quito,3:0,Independiente,2011
9 de marzo,Montevideo,Peñarol,1:0,Liga de Quito,2011
10 de marzo,Avellaneda,Independiente,1:3,Godoy Cruz,2011
17 de marzo,Quito,Liga de Quito,5:0,Peñarol,2011
23 de marzo,Mendoza,Godoy Cruz,1:1,Independiente,2011
31 de marzo,Montevideo,Peñarol,2:1,Godoy Cruz,2011
5 de abril,Avellaneda,Independiente,1:1,Liga de Quito,2011
12 de abril,Montevideo,Peñarol,0:1,Independiente,2011
12 de abril,Quito,Liga de Quito,2:0,Godoy Cruz,2011
27 de abril de 2011,Manizales,Once Caldas,1:2,Cruzeiro,2011
4 de mayo de 2011,Sete Lagoas,Cruzeiro,0:2,Once Caldas,2011
27 de abril de 2011,Santos,Santos,1:0,América,2011
3 de mayo de 2011,Querétaro,América,0:0,Santos,2011
27 de abril de 2011,Tuxtla Gutiérrez,Chiapas,1:1,Junior,2011
5 de mayo de 2011,Barranquilla,Junior,3:3,Chiapas,2011
27 de abril de 2011,La Plata,Estudiantes (LP),0:0,Cerro Porteño,2011
5 de mayo de 2011,Asunción,Cerro Porteño,0:0,Estudiantes (LP),2011
28 de abril de 2011,Río de Janeiro,Fluminense,3:1,Libertad,2011
4 de mayo de 2011,Asunción,Libertad,3:0,Fluminense,2011
26 de abril de 2011,Buenos Aires,Vélez Sarsfield,3:0,Liga de Quito,2011
5 de mayo de 2011,Quito,Liga de Quito,0:2,Vélez Sarsfield,2011
28 de abril de 2011,Montevideo,Peñarol,1:1,Internacional,2011
4 de mayo de 2011,Porto Alegre,Internacional,1:2,Peñarol,2011
26 de abril de 2011,Porto Alegre,Grêmio,1:2,Universidad Católica,2011
4 de mayo de 2011,Santiago,Universidad Católica,1:0,Grêmio,2011
11 de mayo de 2011,Manizales,Once Caldas,0:1,Santos,2011
18 de mayo de 2011,São Paulo,Santos,1:1,Once Caldas,2011
12 de mayo de 2011,Tuxtla Gutiérrez,Chiapas,1:1,Cerro Porteño,2011
19 de mayo de 2011,Asunción,Cerro Porteño,1:0,Chiapas,2011
12 de mayo de 2011,Buenos Aires,Vélez Sarsfield,3:0,Libertad,2011
18 de mayo de 2011,Asunción,Libertad,2:4,Vélez Sarsfield,2011
11 de mayo de 2011,Montevideo,Peñarol,2:0,Universidad Católica,2011
19 de mayo de 2011,Santiago,Universidad Católica,2:1,Peñarol,2011
25 de mayo de 2011,São Paulo,Santos,1:0,Cerro Porteño,2011
1 de junio de 2011,Asunción,Cerro Porteño,3:3,Santos,2011
26 de mayo de 2011,Montevideo,Peñarol,1:0,Vélez Sarsfield,2011
2 de junio de 2011,Buenos Aires,Vélez Sarsfield,2:1,Peñarol,2011
"15 de junio de 2011, 21:50 (UTC-3)",Montevideo,Peñarol,0:0,Santos,2011
"22 de junio de 2011, 21:50 (UTC-3)",São Paulo,Santos,2:1,Peñarol,2011
9 de febrero,Porto Alegre,Internacional,2:0,Juan Aurich,2012
15 de febrero,La Paz,The Strongest,2:1,Santos,2012
23 de febrero,La Paz,The Strongest,2:1,Juan Aurich,2012
7 de marzo,Santos,Santos,3:1,Internacional,2012
13 de marzo,Porto Alegre,Internacional,5:0,The Strongest,2012
15 de marzo,Chiclayo,Juan Aurich,1:3,Santos,2012
21 de marzo,La Paz,The Strongest,1:1,Internacional,2012
22 de marzo,Santos,Santos,2:0,Juan Aurich,2012
4 de abril,Porto Alegre,Internacional,1:1,Santos,2012
5 de abril,Chiclayo,Juan Aurich,1:0,The Strongest,2012
19 de abril,Chiclayo,Juan Aurich,1:0,Internacional,2012
19 de abril,Santos,Santos,2:0,The Strongest,2012
9 de febrero,Guayaquil,Emelec,1:0,Olimpia,2012
15 de febrero,Lanús,Lanús,1:1,Flamengo,2012
23 de febrero,Asunción,Olimpia,2:1,Lanús,2012
8 de marzo,Río de Janeiro,Flamengo,1:0,Emelec,2012
13 de marzo,Lanús,Lanús,1:0,Emelec,2012
15 de marzo,Río de Janeiro,Flamengo,3:3,Olimpia,2012
20 de marzo,Guayaquil,Emelec,0:2,Lanús,2012
28 de marzo,Asunción,Olimpia,3:2,Flamengo,2012
3 de abril,Lanús,Lanús,6:0,Olimpia,2012
4 de abril,Guayaquil,Emelec,3:2,Flamengo,2012
12 de abril,Río de Janeiro,Flamengo,3:0,Lanús,2012
12 de abril,Asunción,Olimpia,2:3,Emelec,2012
8 de febrero,Santiago,Unión Española,2:0,Junior,2012
9 de febrero,Santiago,Universidad Católica,1:1,Bolívar,2012
21 de febrero,La Paz,Bolívar,1:3,Unión Española,2012
23 de febrero,Santiago,Universidad Católica,2:2,Junior,2012
6 de marzo,Santiago,Unión Española,1:1,Universidad Católica,2012
8 de marzo,Barranquilla,Junior,0:1,Bolívar,2012
20 de marzo,La Paz,Bolívar,2:1,Junior,2012
28 de marzo,Santiago,Universidad Católica,2:1,Unión Española,2012
4 de abril,Barranquilla,Junior,3:0,Universidad Católica,2012
10 de abril,Santiago,Unión Española,2:1,Bolívar,2012
17 de abril,Barranquilla,Junior,2:1,Unión Española,2012
17 de abril,La Paz,Bolívar,3:0,Universidad Católica,2012
7 de febrero,Río de Janeiro,Fluminense,1:0,Arsenal,2012
14 de febrero,Barinas,Zamora,0:0,Boca Juniors,2012
21 de febrero,Sarandí,Arsenal,3:0,Zamora,2012
7 de marzo,Buenos Aires,Boca Juniors,1:2,Fluminense,2012
14 de marzo,Sarandí,Arsenal,1:2,Boca Juniors,2012
14 de marzo,Río de Janeiro,Fluminense,1:0,Zamora,2012
29 de marzo,Buenos Aires,Boca Juniors,2:0,Arsenal,2012
29 de marzo,Barinas,Zamora,0:1,Fluminense,2012
10 de abril,Barinas,Zamora,0:1,Arsenal,2012
11 de abril,Río de Janeiro,Fluminense,0:2,Boca Juniors,2012
18 de abril,Buenos Aires,Boca Juniors,2:0,Zamora,2012
18 de abril,Sarandí,Arsenal,1:2,Fluminense,2012
8 de febrero,Río de Janeiro,Vasco da Gama,1:2,Nacional,2012
9 de febrero,Asunción,Libertad,4:1,Alianza Lima,2012
16 de febrero,Montevideo,Nacional,1:2,Libertad,2012
6 de marzo,Río de Janeiro,Vasco da Gama,3:2,Alianza Lima,2012
13 de marzo,Lima,Alianza Lima,1:0,Nacional,2012
14 de marzo,Asunción,Libertad,1:1,Vasco da Gama,2012
21 de marzo,Río de Janeiro,Vasco da Gama,2:0,Libertad,2012
27 de marzo,Montevideo,Nacional,1:0,Alianza Lima,2012
3 de abril,Lima,Alianza Lima,1:2,Vasco da Gama,2012
5 de abril,Asunción,Libertad,2:1,Nacional,2012
12 de abril,Lima,Alianza Lima,1:2,Libertad,2012
12 de abril,Montevideo,Nacional,0:1,Vasco da Gama,2012
8 de febrero,Asunción,Nacional,1:2,Cruz Azul,2012
15 de febrero,San Cristóbal,Deportivo Táchira,1:1,Corinthians,2012
21 de febrero,Ciudad de México,Cruz Azul,4:0,Deportivo Táchira,2012
7 de marzo,São Paulo,Corinthians,2:0,Nacional,2012
13 de marzo,Asunción,Nacional,3:2,Deportivo Táchira,2012
14 de marzo,Ciudad de México,Cruz Azul,0:0,Corinthians,2012
21 de marzo,São Paulo,Corinthians,1:0,Cruz Azul,2012
27 de marzo,San Cristóbal,Deportivo Táchira,0:0,Nacional,2012
