Fecha,Ubicacion,Local,Resultado,Visitante,year
28 de abril,La Paz,Always Ready,2:2,Deportivo Cali,2022
4 de mayo,Palmira,Deportivo Cali,0:0,Corinthians,2022
4 de mayo,La Paz,Always Ready,0:1,Boca Juniors,2022
17 de mayo,Buenos Aires,Boca Juniors,1:1,Corinthians,2022
19 de mayo,Palmira,Deportivo Cali,3:0,Always Ready,2022
26 de mayo,Buenos Aires,Boca Juniors,1:0,Deportivo Cali,2022
26 de mayo,São Paulo,Corinthians,1:1,Always Ready,2022
6 de abril,Lima,Alianza Lima,0:1,River Plate,2022
7 de abril,Fortaleza,Fortaleza,1:2,Colo-Colo,2022
13 de abril,Santiago,Colo-Colo,2:1,Alianza Lima,2022
13 de abril,Buenos Aires,River Plate,2:0,Fortaleza,2022
27 de abril,Fortaleza,Fortaleza,2:1,Alianza Lima,2022
27 de abril,Santiago,Colo-Colo,1:2,River Plate,2022
5 de mayo,Fortaleza,Fortaleza,1:1,River Plate,2022
5 de mayo,Lima,Alianza Lima,1:1,Colo-Colo,2022
18 de mayo,Lima,Alianza Lima,0:2,Fortaleza,2022
19 de mayo,Buenos Aires,River Plate,4:0,Colo-Colo,2022
25 de mayo,Buenos Aires,River Plate,8:1,Alianza Lima,2022
25 de mayo,Santiago,Colo-Colo,3:4,Fortaleza,2022
5 de abril,Asunción,Olimpia,0:0,Cerro Porteño,2022
5 de abril,Santa Fe,Colón,2:1,Peñarol,2022
12 de abril,Asunción,Cerro Porteño,3:1,Colón,2022
12 de abril,Montevideo,Peñarol,2:1,Olimpia,2022
27 de abril,Asunción,Cerro Porteño,1:0,Peñarol,2022
28 de abril,Asunción,Olimpia,0:0,Colón,2022
4 de mayo,Santa Fe,Colón,2:1,Cerro Porteño,2022
4 de mayo,Asunción,Olimpia,1:0,Peñarol,2022
17 de mayo,Montevideo,Peñarol,0:0,Cerro Porteño,2022
18 de mayo,Santa Fe,Colón,2:1,Olimpia,2022
25 de mayo,Montevideo,Peñarol,2:1,Colón,2022
25 de mayo,Asunción,Cerro Porteño,0:1,Olimpia,2022
5 de abril,Lima,Sporting Cristal,0:2,Flamengo,2022
6 de abril,Córdoba,Talleres (C),1:0,Universidad Católica,2022
12 de abril,Santiago,Universidad Católica,2:1,Sporting Cristal,2022
12 de abril,Río de Janeiro,Flamengo,3:1,Talleres (C),2022
26 de abril,Córdoba,Talleres (C),1:0,Sporting Cristal,2022
28 de abril,Santiago,Universidad Católica,2:3,Flamengo,2022
4 de mayo,Córdoba,Talleres (C),2:2,Flamengo,2022
4 de mayo,Lima,Sporting Cristal,1:1,Universidad Católica,2022
17 de mayo,Río de Janeiro,Flamengo,3:0,Universidad Católica,2022
17 de mayo,Lima,Sporting Cristal,0:0,Talleres (C),2022
24 de mayo,Río de Janeiro,Flamengo,2:1,Sporting Cristal,2022
24 de mayo,Santiago,Universidad Católica,0:1,Talleres (C),2022
"28 de junio, 21:30 (UTC-3)",Curitiba,Athletico Paranaense,2:1,Libertad,2022
"5 de julio, 20:30 (UTC-4)",Asunción,Libertad,1:1,Athletico Paranaense,2022
"30 de junio, 21:30 (UTC-3)",Fortaleza,Fortaleza,1:1,Estudiantes (LP),2022
"7 de julio, 21:30 (UTC-3)",La Plata,Estudiantes (LP),3:0,Fortaleza,2022
"28 de junio, 17:15 (UTC-5)",Guayaquil,Emelec,1:1,Atlético Mineiro,2022
"5 de julio, 19:15 (UTC-3)",Belo Horizonte,Atlético Mineiro,1:0,Emelec,2022
"29 de junio, 18:15 (UTC-4)",Asunción,Cerro Porteño,0:3,Palmeiras,2022
"6 de julio, 19:15 (UTC-3)",São Paulo,Palmeiras,5:0,Cerro Porteño,2022
"29 de junio, 19:30 (UTC-5)",Ibagué,Deportes Tolima,0:1,Flamengo,2022
"6 de julio, 21:30 (UTC-3)",Río de Janeiro,Flamengo,7:1,Deportes Tolima,2022
