Fecha,Ubicacion,Local,Visitante,year,HomeGoals,AwayGoals
5 de abril,Pasto,Deportivo Pasto,Gimnasia y Esgrima,2007,0,2
19 de abril,La Plata,Gimnasia y Esgrima,Defensor Sporting,2007,3,0
19 de abril,Santos,Santos,Deportivo Pasto,2007,3,0
2 de mayo,Caracas,Caracas,Santos,2007,2,2
10 de mayo,Santos,Santos,Caracas,2007,3,2
2 de mayo,Ciudad de México,América,Colo-Colo,2007,3,0
8 de mayo,Santiago,Colo-Colo,América,2007,2,1
3 de mayo,Cúcuta,Cúcuta Deportivo,Toluca,2007,5,1
8 de mayo,Toluca de Lerdo,Toluca,Cúcuta Deportivo,2007,2,0
3 de mayo,Montevideo,Nacional,Necaxa,2007,3,2
10 de mayo,Ciudad de México,Necaxa,Nacional,2007,0,1
2 de mayo,Montevideo,Defensor Sporting,Flamengo,2007,3,0
9 de mayo,Río de Janeiro,Flamengo,Defensor Sporting,2007,2,0
2 de mayo,Sao Paulo,São Paulo,Gremio,2007,1,0
9 de mayo,Porto Alegre,Gremio,São Paulo,2007,2,0
3 de mayo,Curitiba,Paraná,Libertad,2007,1,2
10 de mayo,Asunción,Libertad,Paraná,2007,1,1
2 de mayo,Buenos Aires,Boca Juniors,Vélez Sarsfield,2007,3,0
9 de mayo,Buenos Aires,Vélez Sarsfield,Boca Juniors,2007,3,1
16 de mayo,Ciudad de México,América,Santos,2007,0,0
23 de mayo,Santos,Santos,América,2007,2,1
15 de mayo,Cúcuta,Cúcuta Deportivo,Nacional,2007,2,0
22 de mayo,Montevideo,Nacional,Cúcuta Deportivo,2007,2,2
16 de mayo,Montevideo,Defensor Sporting,Gremio,2007,2,0
23 de mayo,Porto Alegre,Gremio,Defensor Sporting,2007,2,0
17 de mayo,Buenos Aires,Boca Juniors,Libertad,2007,1,1
24 de mayo,Asunción,Libertad,Boca Juniors,2007,0,2
30 de mayo,Porto Alegre,Gremio,Santos,2007,2,0
6 de junio,Santos,Santos,Gremio,2007,3,1
31 de mayo,Cúcuta,Cúcuta Deportivo,Boca Juniors,2007,3,1
7 de junio,Buenos Aires,Boca Juniors,Cúcuta Deportivo,2007,3,0
13 de junio,Buenos Aires,Boca Juniors,Gremio,2007,3,0
20 de junio,Porto Alegre,Gremio,Boca Juniors,2007,0,2
12 de febrero,Caracas,Caracas,San Lorenzo,2008,2,0
13 de febrero,Belo Horizonte,Cruzeiro,Real Potosí,2008,3,0
21 de febrero,Buenos Aires,San Lorenzo,Cruzeiro,2008,0,0
26 de febrero,Caracas,Caracas,Real Potosí,2008,2,1
4 de marzo,Belo Horizonte,Cruzeiro,Caracas,2008,3,0
11 de marzo,Potosí,Real Potosí,San Lorenzo,2008,2,3
18 de marzo,Caracas,Caracas,Cruzeiro,2008,1,1
25 de marzo,Buenos Aires,San Lorenzo,Real Potosí,2008,1,0
1 de abril,Potosí,Real Potosí,Caracas,2008,3,1
3 de abril,Ipatinga,Cruzeiro,San Lorenzo,2008,3,1
16 de abril,Potosí,Real Potosí,Cruzeiro,2008,5,1
16 de abril,Buenos Aires,San Lorenzo,Caracas,2008,3,0
12 de febrero,Cuenca,Deportivo Cuenca,Estudiantes (LP),2008,1,0
14 de febrero,Lanús,Lanús,Danubio,2008,3,1
21 de febrero,Cuenca,Deportivo Cuenca,Danubio,2008,0,0
26 de febrero,La Plata,Estudiantes (LP),Lanús,2008,0,0
5 de marzo,Montevideo,Danubio,Estudiantes (LP),2008,1,2
13 de marzo,Lanús,Lanús,Deportivo Cuenca,2008,0,0
18 de marzo,La Plata,Estudiantes (LP),Danubio,2008,2,0
20 de marzo,Cuenca,Deportivo Cuenca,Lanús,2008,1,1
27 de marzo,Montevideo,Danubio,Deportivo Cuenca,2008,2,0
2 de abril,Lanús,Lanús,Estudiantes (LP),2008,3,3
15 de abril,Montevideo,Danubio,Lanús,2008,1,2
15 de abril,La Plata,Estudiantes (LP),Deportivo Cuenca,2008,2,0
20 de febrero,Maracaibo,U. A. Maracaibo,Boca Juniors,2008,1,1
21 de febrero,Guadalajara,Atlas,Colo-Colo,2008,3,0
28 de febrero,Maracaibo,U. A. Maracaibo,Colo-Colo,2008,1,3
6 de marzo,Buenos Aires,Boca Juniors,Atlas,2008,3,0
12 de marzo,Guadalajara,Atlas,U. A. Maracaibo,2008,3,0
20 de marzo,Santiago,Colo-Colo,Boca Juniors,2008,2,0
25 de marzo,Maracaibo,U. A. Maracaibo,Atlas,2008,1,1
27 de marzo,Buenos Aires,Boca Juniors,Colo-Colo,2008,4,3
8 de abril,Guadalajara,Atlas,Boca Juniors,2008,3,1
10 de abril,Santiago,Colo-Colo,U. A. Maracaibo,2008,2,0
22 de abril,Santiago,Colo-Colo,Atlas,2008,1,1
22 de abril,Buenos Aires,Boca Juniors,U. A. Maracaibo,2008,3,0
13 de febrero,Tacna,Coronel Bolognesi,Flamengo,2008,0,0
14 de febrero,Cuzco,Cienciano,Nacional,2008,2,1
19 de febrero,Tacna,Coronel Bolognesi,Nacional,2008,0,1
27 de febrero,Río de Janeiro,Flamengo,Cienciano,2008,2,1
6 de marzo,Montevideo,Nacional,Flamengo,2008,3,0
11 de marzo,Cuzco,Cienciano,Coronel Bolognesi,2008,1,0
19 de marzo,Río de Janeiro,Flamengo,Nacional,2008,2,0
25 de marzo,Tacna,Coronel Bolognesi,Cienciano,2008,0,0
3 de abril,Montevideo,Nacional,Coronel Bolognesi,2008,1,0
9 de abril,Cuzco,Cienciano,Flamengo,2008,0,3
23 de abril,Río de Janeiro,Flamengo,Coronel Bolognesi,2008,2,0
23 de abril,Montevideo,Nacional,Cienciano,2008,3,1
13 de febrero,Lima,Universidad San Martín,River Plate,2008,2,0
20 de febrero,Ciudad de México,América,Universidad Católica,2008,2,1
26 de febrero,Lima,Universidad San Martín,Universidad Católica,2008,0,1
27 de febrero,Buenos Aires,River Plate,América,2008,2,1
12 de marzo,Santiago,Universidad Católica,River Plate,2008,1,2
13 de marzo,Ciudad de México,América,Universidad San Martín,2008,3,1
26 de marzo,Buenos Aires,River Plate,Universidad Católica,2008,2,0
26 de marzo,Lima,Universidad San Martín,América,2008,1,0
1 de abril,Santiago,Universidad Católica,Universidad San Martín,2008,1,0
2 de abril,Ciudad de México,América,River Plate,2008,4,3
17 de abril,Buenos Aires,River Plate,Universidad San Martín,2008,5,0
17 de abril,Santiago,Universidad Católica,América,2008,2,0
13 de febrero,Cúcuta,Cúcuta Deportivo,Santos,2008,0,0
19 de febrero,Guadalajara,Guadalajara,San José,2008,2,0
28 de febrero,Cúcuta,Cúcuta Deportivo,San José,2008,0,0
4 de marzo,Santos,Santos,Guadalajara,2008,1,0
11 de marzo,Guadalajara,Guadalajara,Cúcuta Deportivo,2008,0,1
19 de marzo,Oruro,San José,Santos,2008,2,1
27 de marzo,Cúcuta,Cúcuta Deportivo,Guadalajara,2008,1,0
1 de abril,Santos,Santos,San José,2008,7,0
8 de abril,Oruro,San José,Cúcuta Deportivo,2008,2,4
9 de abril,Guadalajara,Guadalajara,Santos,2008,3,2
16 de abril,Santos,Santos,Cúcuta Deportivo,2008,2,1
16 de abril,Oruro,San José,Guadalajara,2008,0,3
19 de febrero,Santiago,Audax Italiano,Sportivo Luqueño,2008,1,2
27 de febrero,Medellín,Atlético Nacional,São Paulo,2008,1,1
5 de marzo,São Paulo,São Paulo,Audax Italiano,2008,2,1
6 de marzo,Medellín,Atlético Nacional,Sportivo Luqueño,2008,3,0
18 de marzo,Santiago,Audax Italiano,Atlético Nacional,2008,1,0
20 de marzo,Luque,Sportivo Luqueño,São Paulo,2008,1,1
2 de abril,São Paulo,São Paulo,Sportivo Luqueño,2008,1,0
3 de abril,Medellín,Atlético Nacional,Audax Italiano,2008,1,1
10 de abril,Luque,Sportivo Luqueño,Atlético Nacional,2008,1,3
10 de abril,Santiago,Audax Italiano,São Paulo,2008,1,0
23 de abril,Luque,Sportivo Luqueño,Audax Italiano,2008,4,1
23 de abril,São Paulo,São Paulo,Atlético Nacional,2008,1,0
20 de febrero,Sarandí,Arsenal,Libertad,2008,1,0
20 de febrero,Quito,Liga de Quito,Fluminense,2008,0,0
5 de marzo,Río de Janeiro,Fluminense,Arsenal,2008,6,0
6 de marzo,Quito,Liga de Quito,Libertad,2008,2,0
12 de marzo,Sarandí,Arsenal,Liga de Quito,2008,0,1
19 de marzo,Asunción,Libertad,Fluminense,2008,1,2
26 de marzo,Quito,Liga de Quito,Arsenal,2008,6,1
2 de abril,Río de Janeiro,Fluminense,Libertad,2008,2,0
8 de abril,Asunción,Libertad,Liga de Quito,2008,3,1
9 de abril,Sarandí,Arsenal,Fluminense,2008,2,0
16 de abril,Asunción,Libertad,Arsenal,2008,1,2
17 de abril,Río de Janeiro,Fluminense,Liga de Quito,2008,1,0
30 de abril,Medellín,Atlético Nacional,Fluminense,2008,1,2
6 de mayo,Río de Janeiro,Fluminense,Atlético Nacional,2008,1,0
30 de abril,Montevideo,Nacional,São Paulo,2008,0,0
7 de mayo,São Paulo,São Paulo,Nacional,2008,2,0
29 de abril,Lanús,Lanús,Atlas,2008,0,1
6 de mayo,Guadalajara,Atlas,Lanús,2008,2,2
30 de abril,Buenos Aires,Boca Juniors,Cruzeiro,2008,2,1
7 de mayo,Belo Horizonte,Cruzeiro,Boca Juniors,2008,1,2
30 de abril,Ciudad de México,América,Flamengo,2008,2,4
7 de mayo,Río de Janeiro,Flamengo,América,2008,0,3
1 de mayo,Santos,Santos,Cúcuta Deportivo,2008,2,0
8 de mayo,Cúcuta,Cúcuta Deportivo,Santos,2008,0,2
30 de abril,Buenos Aires,San Lorenzo,River Plate,2008,2,1
8 de mayo,Buenos Aires,River Plate,San Lorenzo,2008,2,2
29 de abril,Quito,Liga de Quito,Estudiantes (LP),2008,2,0
6 de mayo,La Plata,Estudiantes (LP),Liga de Quito,2008,2,1
14 de mayo,São Paulo,São Paulo,Fluminense,2008,1,0
21 de mayo,Río de Janeiro,Fluminense,São Paulo,2008,3,1
14 de mayo,Buenos Aires,Boca Juniors,Atlas,2008,2,2
21 de mayo,Guadalajara,Atlas,Boca Juniors,2008,0,3
15 de mayo,Ciudad de México,América,Santos,2008,2,0
22 de mayo,Santos,Santos,América,2008,1,0
15 de mayo,Buenos Aires,San Lorenzo,Liga de Quito,2008,1,1
22 de mayo,Quito,Liga de Quito,San Lorenzo,2008,1,1
28 de mayo,Avellaneda,Boca Juniors,Fluminense,2008,2,2
5 de junio,Río de Janeiro,Fluminense,Boca Juniors,2008,3,1
27 de mayo,Ciudad de México,América,Liga de Quito,2008,1,1
3 de junio,Quito,Liga de Quito,América,2008,0,0
25 de junio,Quito,Liga de Quito,Fluminense,2008,4,2
2 de julio,Río de Janeiro,Fluminense,Liga de Quito,2008,3,1
17 de febrero,Quito,Liga de Quito,Palmeiras,2009,3,2
18 de febrero,Santiago,Colo-Colo,Sport Recife,2009,1,2
3 de marzo,São Paulo,Palmeiras,Colo-Colo,2009,1,3
4 de marzo,Recife,Sport Recife,Liga de Quito,2009,2,0
12 de marzo,Santiago,Colo-Colo,Liga de Quito,2009,3,0
8 de abril,Recife,Sport Recife,Palmeiras,2009,0,2
9 de abril,Quito,Liga de Quito,Colo-Colo,2009,1,1
15 de abril,São Paulo,Palmeiras,Sport Recife,2009,1,1
21 de abril,São Paulo,Palmeiras,Liga de Quito,2009,2,0
22 de abril,Recife,Sport Recife,Colo-Colo,2009,2,1
29 de abril,Quito,Liga de Quito,Sport Recife,2009,2,3
29 de abril,Santiago,Colo-Colo,Palmeiras,2009,0,1
10 de febrero,Asunción,Guarani,Deportivo Táchira,2009,1,2
17 de febrero,Buenos Aires,Boca Juniors,Deportivo Cuenca,2009,1,0
24 de febrero,Cuenca,Deportivo Cuenca,Guarani,2009,4,0
4 de marzo,San Cristóbal,Deportivo Táchira,Boca Juniors,2009,0,1
11 de marzo,San Cristóbal,Deportivo Táchira,Deportivo Cuenca,2009,1,0
17 de marzo,Cuenca,Deportivo Cuenca,Deportivo Táchira,2009,3,1
18 de marzo,Asunción,Guarani,Boca Juniors,2009,1,3
9 de abril,Buenos Aires,Boca Juniors,Guarani,2009,3,1
16 de abril,San Cristóbal,Deportivo Táchira,Guarani,2009,2,1
23 de abril,Cuenca,Deportivo Cuenca,Boca Juniors,2009,1,0
30 de abril,Asunción,Guarani,Deportivo Cuenca,2009,1,1
30 de abril,Buenos Aires,Boca Juniors,Deportivo Táchira,2009,3,0
12 de febrero,Montevideo,Nacional (URU),Universidad San Martín,2009,2,1
12 de febrero,Buenos Aires,River Plate,Nacional (PAR),2009,1,0
18 de febrero,Asunción,Nacional (PAR),Nacional (URU),2009,0,3
5 de marzo,Lima,Universidad San Martín,River Plate,2009,2,1
12 de marzo,Lima,Universidad San Martín,Nacional (PAR),2009,2,1
19 de marzo,Montevideo,Nacional (URU),River Plate,2009,3,0
7 de abril,Asunción,Nacional (PAR),Universidad San Martín,2009,1,1
7 de abril,Buenos Aires,River Plate,Nacional (URU),2009,0,0
21 de abril,Lima,Universidad San Martín,Nacional (URU),2009,1,1
23 de abril,Asunción,Nacional (PAR),River Plate,2009,4,2
30 de abril,Montevideo,Nacional (URU),Nacional (PAR),2009,3,1
30 de abril,Buenos Aires,River Plate,Universidad San Martín,2009,3,0
10 de febrero,Montevideo,Defensor Sporting,América de Cali,2009,1,0
18 de febrero,São Paulo,São Paulo,Independiente Medellín,2009,1,1
24 de febrero,Medellín,Independiente Medellín,Defensor Sporting,2009,0,0
5 de marzo,Cali,América de Cali,São Paulo,2009,1,3
10 de marzo,Cali,América de Cali,Independiente Medellín,2009,1,1
17 de marzo,Medellín,Independiente Medellín,América de Cali,2009,0,0
18 de marzo,Montevideo,Defensor Sporting,São Paulo,2009,0,1
9 de abril,São Paulo,São Paulo,Defensor Sporting,2009,2,1
15 de abril,Medellín,Independiente Medellín,São Paulo,2009,2,1
16 de abril,Cali,América de Cali,Defensor Sporting,2009,0,0
22 de abril,Montevideo,Defensor Sporting,Independiente Medellín,2009,4,3
22 de abril,São Paulo,São Paulo,América de Cali,2009,2,1
12 de febrero,Sucre,Universitario,Deportivo Quito,2009,1,1
19 de febrero,Belo Horizonte,Cruzeiro,Estudiantes (LP),2009,3,0
25 de febrero,Quito,Deportivo Quito,Cruzeiro,2009,1,1
26 de febrero,La Plata,Estudiantes (LP),Universitario,2009,1,0
4 de marzo,Sucre,Universitario,Cruzeiro,2009,0,1
10 de marzo,Quito,Deportivo Quito,Estudiantes (LP),2009,1,0
18 de marzo,Belo Horizonte,Cruzeiro,Universitario,2009,2,0
19 de marzo,La Plata,Estudiantes (LP),Deportivo Quito,2009,4,0
8 de abril,La Plata,Estudiantes (LP),Cruzeiro,2009,4,0
14 de abril,Quito,Deportivo Quito,Universitario,2009,3,1
22 de abril,Belo Horizonte,Cruzeiro,Deportivo Quito,2009,2,0
22 de abril,Sucre,Universitario,Estudiantes (LP),2009,0,0
11 de febrero,Lanús,Lanús,Guadalajara,2009,1,1
17 de febrero,Viña del Mar,Everton,Caracas,2009,1,0
25 de febrero,Caracas,Caracas,Lanús,2009,3,1
25 de febrero,Guadalajara,Guadalajara,Everton,2009,6,2
3 de marzo,Caracas,Caracas,Guadalajara,2009,2,0
11 de marzo,Viña del Mar,Everton,Lanús,2009,1,1
11 de marzo,Guadalajara,Guadalajara,Caracas,2009,1,0
17 de marzo,Lanús,Lanús,Everton,2009,1,2
14 de abril,Caracas,Caracas,Everton,2009,1,0
14 de abril,Guadalajara,Guadalajara,Lanús,2009,0,0
29 de abril,Viña del Mar,Everton,Guadalajara,2009,1,1
29 de abril,Lanús,Lanús,Caracas,2009,1,1
10 de febrero,Cochabamba,Aurora,Boyacá Chicó,2009,0,3
25 de febrero,Porto Alegre,Gremio,Universidad de Chile,2009,0,0
4 de marzo,Coquimbo,Universidad de Chile,Aurora,2009,3,0
11 de marzo,Tunja,Boyacá Chicó,Gremio,2009,0,1
18 de marzo,Tunja,Boyacá Chicó,Universidad de Chile,2009,3,0
25 de marzo,Cochabamba,Aurora,Gremio,2009,1,2
7 de abril,Porto Alegre,Gremio,Aurora,2009,3,0
8 de abril,Santiago,Universidad de Chile,Boyacá Chicó,2009,3,0
15 de abril,Santiago,Universidad de Chile,Gremio,2009,0,2
16 de abril,Tunja,Boyacá Chicó,Aurora,2009,2,1
28 de abril,Porto Alegre,Gremio,Boyacá Chicó,2009,3,0
28 de abril,Cochabamba,Aurora,Universidad de Chile,2009,1,2
11 de febrero,Buenos Aires,San Lorenzo,San Luis,2009,4,1
11 de febrero,Luque,Libertad,Universitario,2009,2,1
19 de febrero,Lima,Universitario,San Lorenzo,2009,1,0
26 de febrero,San Luis Potosí,San Luis,Libertad,2009,0,1
5 de marzo,Luque,Libertad,San Lorenzo,2009,2,0
10 de marzo,Lima,Universitario,San Luis,2009,0,0
18 de marzo,Buenos Aires,San Lorenzo,Libertad,2009,0,1
18 de marzo,San Luis Potosí,San Luis,Universitario,2009,2,2
7 de abril,Lima,Universitario,Libertad,2009,2,1
8 de abril,San Luis Potosí,San Luis,San Lorenzo,2009,2,0
28 de abril,Buenos Aires,San Lorenzo,Universitario,2009,2,0
28 de abril,Luque,Libertad,San Luis,2009,0,2
6 de mayo,Lima,Universidad San Martín,Gremio,2009,1,3
13 de mayo,Porto Alegre,Gremio,Universidad San Martín,2009,2,0
7 de mayo,Cuenca,Deportivo Cuenca,Caracas,2009,2,1
12 de mayo,Caracas,Caracas,Deportivo Cuenca,2009,4,0
7 de mayo,Santiago,Universidad de Chile,Cruzeiro,2009,1,2
14 de mayo,Belo Horizonte,Cruzeiro,Universidad de Chile,2009,1,0
14 de mayo,Montevideo,Defensor Sporting,Boca Juniors,2009,2,2
21 de mayo,Buenos Aires,Boca Juniors,Defensor Sporting,2009,0,1
7 de mayo,La Plata,Estudiantes (LP),Libertad,2009,3,0
14 de mayo,Luque,Libertad,Estudiantes (LP),2009,0,0
5 de mayo,São Paulo,Palmeiras,Sport Recife,2009,1,0
12 de mayo,Recife,Sport Recife,Palmeiras,2009,1,0
27 de mayo,Caracas,Caracas,Gremio,2009,1,1
17 de junio,Porto Alegre,Gremio,Caracas,2009,0,0
27 de mayo,Belo Horizonte,Cruzeiro,São Paulo,2009,2,1
18 de junio,São Paulo,São Paulo,Cruzeiro,2009,0,2
28 de mayo,Montevideo,Defensor Sporting,Estudiantes (LP),2009,0,1
18 de junio,La Plata,Estudiantes (LP),Defensor Sporting,2009,1,0
28 de mayo,São Paulo,Palmeiras,Nacional,2009,1,1
17 de junio,Montevideo,Nacional,Palmeiras,2009,0,0
24 de junio,Belo Horizonte,Cruzeiro,Gremio,2009,3,1
2 de julio,Porto Alegre,Gremio,Cruzeiro,2009,2,2
25 de junio,La Plata,Estudiantes (LP),Nacional,2009,1,0
1 de julio,Montevideo,Nacional,Estudiantes (LP),2009,1,2
8 de julio,La Plata,Estudiantes (LP),Cruzeiro,2009,0,0
15 de julio,Belo Horizonte,Cruzeiro,Estudiantes (LP),2009,1,2
11 de febrero,Asunción,Cerro Porteño,Independiente Medellín,2010,1,1
24 de febrero,São Paulo,Corinthians,Racing,2010,2,1
9 de marzo,Montevideo,Racing,Cerro Porteño,2010,2,1
10 de marzo,Bogotá,Independiente Medellín,Corinthians,2010,1,1
17 de marzo,Asunción,Cerro Porteño,Corinthians,2010,0,1
18 de marzo,Manizales,Independiente Medellín,Racing,2010,0,0
25 de marzo,Montevideo,Racing,Independiente Medellín,2010,1,0
1 de abril,São Paulo,Corinthians,Cerro Porteño,2010,2,1
8 de abril,Medellín,Independiente Medellín,Cerro Porteño,2010,1,0
14 de abril,Montevideo,Racing,Corinthians,2010,0,2
22 de abril,São Paulo,Corinthians,Independiente Medellín,2010,1,0
22 de abril,Asunción,Cerro Porteño,Racing,2010,0,0
9 de febrero,Asunción,Nacional,Once Caldas,2010,0,2
10 de febrero,São Paulo,São Paulo,Monterrey,2010,2,0
24 de febrero,Monterrey,Monterrey,Nacional,2010,2,1
25 de febrero,Manizales,Once Caldas,São Paulo,2010,2,1
10 de marzo,Manizales,Once Caldas,Monterrey,2010,1,1
11 de marzo,Asunción,Nacional,São Paulo,2010,0,2
17 de marzo,Monterrey,Monterrey,Once Caldas,2010,2,2
18 de marzo,São Paulo,São Paulo,Nacional,2010,3,0
31 de marzo,Monterrey,Monterrey,São Paulo,2010,0,0
1 de abril,Manizales,Once Caldas,Nacional,2010,1,0
21 de abril,Asunción,Nacional,Monterrey,2010,2,0
21 de abril,São Paulo,São Paulo,Once Caldas,2010,1,0
10 de febrero,La Paz,Bolívar,Alianza Lima,2010,1,3
11 de febrero,Quilmes,Estudiantes (LP),Juan Aurich,2010,5,1
18 de febrero,Lima,Alianza Lima,Estudiantes (LP),2010,4,1
24 de febrero,Chiclayo,Juan Aurich,Bolívar,2010,2,0
9 de marzo,La Paz,Bolívar,Estudiantes (LP),2010,0,0
10 de marzo,Lima,Alianza Lima,Juan Aurich,2010,2,0
16 de marzo,Chiclayo,Juan Aurich,Alianza Lima,2010,4,2
23 de marzo,Quilmes,Estudiantes (LP),Bolívar,2010,2,0
30 de marzo,Chiclayo,Juan Aurich,Estudiantes (LP),2010,0,2
8 de abril,Lima,Alianza Lima,Bolívar,2010,1,0
20 de abril,La Paz,Bolívar,Juan Aurich,2010,2,0
20 de abril,Quilmes,Estudiantes (LP),Alianza Lima,2010,1,0
9 de febrero,Lanús,Lanús,Libertad,2010,0,2
11 de febrero,Santa Cruz,Blooming,Universitario,2010,1,2
16 de febrero,Asunción,Libertad,Blooming,2010,4,0
17 de febrero,Lima,Universitario,Lanús,2010,2,0
25 de febrero,Santa Cruz,Blooming,Lanús,2010,1,4
25 de febrero,Lima,Universitario,Libertad,2010,0,0
23 de marzo,Asunción,Libertad,Universitario,2010,1,1
24 de marzo,Lanús,Lanús,Blooming,2010,1,0
30 de marzo,Asunción,Libertad,Lanús,2010,1,1
6 de abril,Lima,Universitario,Blooming,2010,0,0
15 de abril,Santa Cruz,Blooming,Libertad,2010,1,2
15 de abril,Lanús,Lanús,Universitario,2010,0,0
9 de febrero,Montevideo,Cerro,Deportivo Quito,2010,2,0
23 de febrero,Porto Alegre,Internacional,Emelec,2010,2,1
11 de marzo,Guayaquil,Emelec,Cerro,2010,1,2
11 de marzo,Quito,Deportivo Quito,Internacional,2010,1,1
18 de marzo,Rivera,Cerro,Internacional,2010,0,0
25 de marzo,Quito,Deportivo Quito,Emelec,2010,1,0
31 de marzo,Porto Alegre,Internacional,Cerro,2010,2,0
1 de abril,Guayaquil,Emelec,Deportivo Quito,2010,0,1
13 de abril,Quito,Deportivo Quito,Cerro,2010,2,1
14 de abril,Guayaquil,Emelec,Internacional,2010,0,0
22 de abril,Montevideo,Cerro,Emelec,2010,0,0
22 de abril,Porto Alegre,Internacional,Deportivo Quito,2010,3,0
10 de febrero,Banfield,Banfield,Monarcas Morelia,2010,2,1
11 de febrero,Montevideo,Nacional,Deportivo Cuenca,2010,3,2
17 de febrero,Cuenca,Deportivo Cuenca,Banfield,2010,1,4
23 de febrero,Morelia,Monarcas Morelia,Nacional,2010,0,0
9 de marzo,Cuenca,Deportivo Cuenca,Monarcas Morelia,2010,2,0
10 de marzo,Montevideo,Nacional,Banfield,2010,2,2
16 de marzo,Banfield,Banfield,Nacional,2010,0,2
16 de marzo,Morelia,Monarcas Morelia,Deportivo Cuenca,2010,2,1
31 de marzo,Morelia,Monarcas Morelia,Banfield,2010,1,1
7 de abril,Cuenca,Deportivo Cuenca,Nacional,2010,0,0
21 de abril,Montevideo,Nacional,Monarcas Morelia,2010,2,0
21 de abril,Banfield,Banfield,Deportivo Cuenca,2010,4,1
10 de febrero,Buenos Aires,Vélez Sarsfield,Cruzeiro,2010,2,0
16 de febrero,Santiago,Colo-Colo,Deportivo Italia,2010,1,0
23 de febrero,Caracas,Deportivo Italia,Vélez Sarsfield,2010,0,1
24 de febrero,Belo Horizonte,Cruzeiro,Colo-Colo,2010,4,1
11 de marzo,Caracas,Deportivo Italia,Cruzeiro,2010,2,2
16 de marzo,Santiago,Colo-Colo,Vélez Sarsfield,2010,1,1
24 de marzo,Belo Horizonte,Cruzeiro,Deportivo Italia,2010,2,0
25 de marzo,Buenos Aires,Vélez Sarsfield,Colo-Colo,2010,2,1
31 de marzo,Belo Horizonte,Cruzeiro,Vélez Sarsfield,2010,3,0
6 de abril,Caracas,Deportivo Italia,Colo-Colo,2010,2,3
15 de abril,Santiago,Colo-Colo,Cruzeiro,2010,1,1
15 de abril,Buenos Aires,Vélez Sarsfield,Deportivo Italia,2010,4,0
18 de febrero,Viña del Mar,Universidad de Chile,Caracas,2010,1,0
24 de febrero,Río de Janeiro,Flamengo,Universidad Católica,2010,2,0
9 de marzo,Coquimbo,Universidad Católica,Universidad de Chile,2010,2,2
10 de marzo,Caracas,Caracas,Flamengo,2010,1,3
17 de marzo,Caracas,Caracas,Universidad Católica,2010,0,0
17 de marzo,Santiago,Universidad de Chile,Flamengo,2010,2,1
24 de marzo,Santiago,Universidad Católica,Caracas,2010,1,1
8 de abril,Río de Janeiro,Flamengo,Universidad de Chile,2010,2,2
13 de abril,Caracas,Caracas,Universidad de Chile,2010,1,3
14 de abril,Santiago,Universidad Católica,Flamengo,2010,2,0
21 de abril,Santiago,Universidad de Chile,Universidad Católica,2010,0,0
21 de abril,Río de Janeiro,Flamengo,Caracas,2010,3,2
28 de abril,Río de Janeiro,Flamengo,Corinthians,2010,1,0
5 de mayo,São Paulo,Corinthians,Flamengo,2010,2,1
29 de abril,Lima,Alianza Lima,Universidad de Chile,2010,0,1
6 de mayo,Santiago,Universidad de Chile,Alianza Lima,2010,2,2
27 de abril,Guadalajara,Guadalajara,Vélez Sarsfield,2010,3,0
4 de mayo,Buenos Aires,Vélez Sarsfield,Guadalajara,2010,2,0
29 de abril,Manizales,Once Caldas,Libertad,2010,0,0
6 de mayo,Asunción,Libertad,Once Caldas,2010,2,1
28 de abril,Lima,Universitario,São Paulo,2010,0,0
4 de mayo,São Paulo,São Paulo,Universitario,2010,0,0
29 de abril,Belo Horizonte,Cruzeiro,Nacional,2010,3,1
5 de mayo,Montevideo,Nacional,Cruzeiro,2010,0,3
27 de abril,San Luis Potosí,San Luis,Estudiantes (LP),2010,0,1
5 de mayo,Quilmes,Estudiantes (LP),San Luis,2010,3,1
28 de abril,Banfield,Banfield,Internacional,2010,3,1
6 de mayo,Porto Alegre,Internacional,Banfield,2010,2,0
12 de mayo,Río de Janeiro,Flamengo,Universidad de Chile,2010,2,3
20 de mayo,Santiago de Chile,Universidad de Chile,Flamengo,2010,1,2
11 de mayo,Guadalajara,Guadalajara,Libertad,2010,3,0
18 de mayo,Asunción,Libertad,Guadalajara,2010,2,0
12 de mayo,Belo Horizonte,Cruzeiro,São Paulo,2010,0,2
19 de mayo,Sao Paulo,São Paulo,Cruzeiro,2010,2,0
13 de mayo,Porto Alegre,Internacional,Estudiantes (LP),2010,1,0
20 de mayo,Quilmes,Estudiantes (LP),Internacional,2010,2,1
27 de julio,Ciudad de México,Guadalajara,Universidad de Chile,2010,1,1
3 de agosto,Santiago de Chile,Universidad de Chile,Guadalajara,2010,0,2
28 de julio,Porto Alegre,Internacional,São Paulo,2010,1,0
5 de agosto,São Paulo,São Paulo,Internacional,2010,2,1
11 de agosto,Guadalajara,Guadalajara,Internacional,2010,1,2
18 de agosto,Porto Alegre,Internacional,Guadalajara,2010,3,2
15 de febrero,San Luis Potosí,San Luis,Libertad,2011,1,2
16 de febrero,Manizales,Once Caldas,Universidad San Martín,2011,0,3
22 de febrero,Callao,Universidad San Martín,San Luis,2011,2,0
22 de febrero,Manizales,Once Caldas,Libertad,2011,1,1
2 de marzo,San Luis Potosí,San Luis,Once Caldas,2011,1,1
