Fecha,Ubicacion,Local,Visitante,year,HomeGoals,AwayGoals
20 de marzo,Asunción,Olimpia,Alianza Lima,2003,0,1
25 de marzo,Calama,Cobreloa,Olimpia,2003,2,3
26 de marzo,Lima,Alianza Lima,Gimnasia y Esgrima,2003,1,1
8 de abril,Asunción,Olimpia,Gimnasia y Esgrima,2003,4,1
8 de abril,Calama,Cobreloa,Alianza Lima,2003,4,0
4 de febrero,Porto Alegre,Gremio,Pumas UNAM,2003,3,2
11 de febrero,Ciudad de México,Pumas UNAM,Bolívar,2003,2,0
18 de febrero,Montevideo,Peñarol,Gremio,2003,2,2
25 de febrero,La Paz,Bolívar,Peñarol,2003,5,2
11 de marzo,Montevideo,Peñarol,Pumas UNAM,2003,2,0
13 de marzo,Porto Alegre,Gremio,Bolívar,2003,1,0
18 de marzo,Montevideo,Peñarol,Bolívar,2003,4,0
20 de marzo,Ciudad de México,Pumas UNAM,Gremio,2003,1,0
26 de marzo,La Paz,Bolívar,Pumas UNAM,2003,2,0
2 de abril,Porto Alegre,Gremio,Peñarol,2003,4,1
10 de abril,Ciudad de México,Pumas UNAM,Peñarol,2003,3,1
10 de abril,La Paz,Bolívar,Gremio,2003,1,0
18 de febrero,Lima,Universitario,Racing Club,2003,1,1
25 de febrero,Montevideo,Nacional,Racing Club,2003,1,2
26 de febrero,Lima,Universitario,Oriente Petrolero,2003,2,0
6 de marzo,Santa Cruz,Oriente Petrolero,Nacional,2003,2,3
12 de marzo,Avellaneda,Racing Club,Oriente Petrolero,2003,2,0
19 de marzo,Montevideo,Nacional,Universitario,2003,2,0
25 de marzo,Avellaneda,Racing Club,Universitario,2003,1,1
1 de abril,Montevideo,Nacional,Oriente Petrolero,2003,3,0
8 de abril,Santa Cruz,Oriente Petrolero,Universitario,2003,2,2
9 de abril,Avellaneda,Racing Club,Nacional,2003,4,1
16 de abril,Lima,Universitario,Nacional,2003,2,2
16 de abril,Santa Cruz,Oriente Petrolero,Racing Club,2003,0,1
6 de febrero,Guayaquil,Barcelona,Colo-Colo,2003,2,0
20 de febrero,Buenos Aires,Boca Juniors,Independiente Medellín,2003,2,0
26 de febrero,Santiago,Colo-Colo,Boca Juniors,2003,1,2
27 de febrero,Medellín,Independiente Medellín,Barcelona,2003,1,0
5 de marzo,Buenos Aires,Boca Juniors,Barcelona,2003,2,1
6 de marzo,Santiago,Colo-Colo,Independiente Medellín,2003,2,1
13 de marzo,Santiago,Colo-Colo,Barcelona,2003,1,1
26 de marzo,Medellín,Independiente Medellín,Boca Juniors,2003,1,0
3 de abril,Buenos Aires,Boca Juniors,Colo-Colo,2003,2,2
3 de abril,Guayaquil,Barcelona,Independiente Medellín,2003,2,4
10 de abril,Guayaquil,Barcelona,Boca Juniors,2003,2,2
10 de abril,Medellín,Independiente Medellín,Colo-Colo,2003,2,0
5 de febrero,São Paulo,Corinthians,Cruz Azul,2003,1,0
18 de febrero,Ciudad de México,Cruz Azul,The Strongest,2003,3,2
19 de febrero,Montevideo,Fénix,Corinthians,2003,1,2
27 de febrero,La Paz,The Strongest,Fénix,2003,1,0
5 de marzo,Montevideo,Fénix,Cruz Azul,2003,6,1
11 de marzo,São Paulo,Corinthians,The Strongest,2003,4,1
20 de marzo,Montevideo,Fénix,The Strongest,2003,2,0
26 de marzo,Ciudad de México,Cruz Azul,Corinthians,2003,3,0
2 de abril,São Paulo,Corinthians,Fénix,2003,6,1
3 de abril,La Paz,The Strongest,Cruz Azul,2003,2,1
8 de abril,Ciudad de México,Cruz Azul,Fénix,2003,4,0
9 de abril,La Paz,The Strongest,Corinthians,2003,0,2
23 de abril,Asunción,Cerro Porteño,Independiente Medellín,2003,0,1
6 de mayo,Medellín,Independiente Medellín,Cerro Porteño,2003,0,1
22 de abril,Asunción,Olimpia,Gremio,2003,2,3
8 de mayo,Porto Alegre,Gremio,Olimpia,2003,3,0
23 de abril,Montevideo,Nacional,Santos,2003,4,4
7 de mayo,São Paulo,Santos,Nacional,2003,2,2
6 de mayo,Ciudad de México,Cruz Azul,Deportivo Cali,2003,0,0
13 de mayo,Cali,Deportivo Cali,Cruz Azul,2003,0,0
29 de abril,Cali,América de Cali,Racing Club,2003,1,1
13 de mayo,Avellaneda,Racing Club,América de Cali,2003,0,0
1 de mayo,Buenos Aires,River Plate,Corinthians,2003,2,1
14 de mayo,São Paulo,Corinthians,River Plate,2003,1,2
24 de abril,Buenos Aires,Boca Juniors,Paysandu,2003,0,1
15 de mayo,Belém,Paysandu,Boca Juniors,2003,2,4
24 de abril,Ciudad de México,Pumas UNAM,Cobreloa,2003,0,1
8 de mayo,Calama,Cobreloa,Pumas UNAM,2003,0,0
22 de mayo,Porto Alegre,Gremio,Independiente Medellín,2003,2,2
29 de mayo,Medellín,Independiente Medellín,Gremio,2003,2,1
21 de mayo,Ciudad de México,Cruz Azul,Santos,2003,2,2
28 de mayo,Santos,Santos,Cruz Azul,2003,1,0
20 de mayo,Buenos Aires,River Plate,América de Cali,2003,2,1
27 de mayo,Cali,América de Cali,River Plate,2003,4,1
21 de mayo,Calama,Cobreloa,Boca Juniors,2003,1,2
28 de mayo,Buenos Aires,Boca Juniors,Cobreloa,2003,2,1
4 de junio,Santos,Santos,Independiente Medellín,2003,1,0
18 de junio,Medellín,Independiente Medellín,Santos,2003,2,3
11 de junio,Buenos Aires,Boca Juniors,América de Cali,2003,2,0
19 de junio,Cali,América de Cali,Boca Juniors,2003,0,4
25 de junio,Buenos Aires,Boca Juniors,Santos,2003,2,0
2 de julio,São Paulo,Santos,Boca Juniors,2003,1,3
5 de febrero,São Caetano do Sul,São Caetano,The Strongest,2004,4,2
11 de febrero,Ciudad de México,América,Peñarol,2004,3,1
19 de febrero,La Paz,The Strongest,América,2004,0,0
2 de marzo,Montevideo,Peñarol,São Caetano,2004,1,1
11 de marzo,São Caetano do Sul,São Caetano,América,2004,1,2
16 de marzo,Montevideo,Peñarol,The Strongest,2004,4,0
17 de marzo,Ciudad de México,América,São Caetano,2004,2,1
23 de marzo,La Paz,The Strongest,Peñarol,2004,2,0
8 de abril,São Caetano do Sul,São Caetano,Peñarol,2004,1,1
8 de abril,Ciudad de México,América,The Strongest,2004,4,0
15 de abril,La Paz,The Strongest,São Caetano,2004,0,2
15 de abril,Montevideo,Peñarol,América,2004,2,0
10 de febrero,Buenos Aires,Vélez Sarsfield,Maracaibo,2004,1,1
19 de febrero,Manizales,Once Caldas,Fénix,2004,3,0
25 de febrero,Maracaibo,Maracaibo,Once Caldas,2004,1,2
25 de febrero,Maldonado,Fénix,Vélez Sarsfield,2004,2,1
3 de marzo,Maldonado,Fénix,Maracaibo,2004,1,2
9 de marzo,Buenos Aires,Vélez Sarsfield,Once Caldas,2004,2,0
17 de marzo,Manizales,Once Caldas,Vélez Sarsfield,2004,2,0
18 de marzo,Maracaibo,Maracaibo,Fénix,2004,1,1
6 de abril,Buenos Aires,Vélez Sarsfield,Fénix,2004,1,0
6 de abril,Manizales,Once Caldas,Maracaibo,2004,2,1
22 de abril,Maracaibo,Maracaibo,Vélez Sarsfield,2004,4,2
22 de abril,Montevideo,Fénix,Once Caldas,2004,2,2
3 de febrero,Torreón,Santos Laguna,Universidad de Concepción,2004,2,2
4 de febrero,Belo Horizonte,Cruzeiro,Caracas,2004,3,1
10 de febrero,Concepción,Universidad de Concepción,Cruzeiro,2004,1,3
12 de febrero,Caracas,Caracas,Santos Laguna,2004,0,1
17 de febrero,Belo Horizonte,Cruzeiro,Santos Laguna,2004,1,1
24 de febrero,Concepción,Universidad de Concepción,Caracas,2004,2,3
2 de marzo,Caracas,Caracas,Universidad de Concepción,2004,1,0
10 de marzo,Torreón,Santos Laguna,Cruzeiro,2004,1,0
16 de marzo,Torreón,Santos Laguna,Caracas,2004,3,1
17 de marzo,Belo Horizonte,Cruzeiro,Universidad de Concepción,2004,5,0
14 de abril,Caracas,Caracas,Cruzeiro,2004,2,3
14 de abril,Concepción,Universidad de Concepción,Santos Laguna,2004,2,2
10 de febrero,Calama,Cobreloa,Liga de Quito,2004,0,2
11 de febrero,Lima,Alianza Lima,São Paulo,2004,1,2
25 de febrero,Quito,Liga de Quito,Alianza Lima,2004,3,0
26 de febrero,São Paulo,São Paulo,Cobreloa,2004,3,1
4 de marzo,Quito,Liga de Quito,São Paulo,2004,3,0
4 de marzo,Lima,Alianza Lima,Cobreloa,2004,2,0
10 de marzo,Calama,Cobreloa,Alianza Lima,2004,0,1
10 de marzo,São Paulo,São Paulo,Liga de Quito,2004,1,0
24 de marzo,Calama,Cobreloa,São Paulo,2004,1,2
25 de marzo,Lima,Alianza Lima,Liga de Quito,2004,1,0
7 de abril,São Paulo,São Paulo,Alianza Lima,2004,3,1
7 de abril,Quito,Liga de Quito,Cobreloa,2004,5,1
12 de febrero,Quito,El Nacional,Nacional,2004,0,0
12 de febrero,Avellaneda,Independiente,Cienciano,2004,4,2
24 de febrero,Montevideo,Nacional,Independiente,2004,0,0
26 de febrero,Lima,Cienciano,El Nacional,2004,1,0
2 de marzo,Avellaneda,Independiente,El Nacional,2004,2,0
4 de marzo,Montevideo,Nacional,Cienciano,2004,1,0
11 de marzo,Arequipa,Cienciano,Nacional,2004,1,2
16 de marzo,Quito,El Nacional,Independiente,2004,1,0
23 de marzo,Quito,El Nacional,Cienciano,2004,3,3
25 de marzo,Avellaneda,Independiente,Nacional,2004,1,1
20 de abril,Arequipa,Cienciano,Independiente,2004,3,2
20 de abril,Montevideo,Nacional,El Nacional,2004,3,2
3 de febrero,Asunción,Libertad,Deportes Tolima,2004,0,0
11 de febrero,San Cristóbal,Deportivo Táchira,River Plate,2004,0,0
24 de febrero,Ibagué,Deportes Tolima,Deportivo Táchira,2004,1,1
25 de febrero,Buenos Aires,River Plate,Libertad,2004,4,1
9 de marzo,San Cristóbal,Deportivo Táchira,Libertad,2004,2,0
11 de marzo,Ibagué,Deportes Tolima,River Plate,2004,2,3
17 de marzo,Asunción,Libertad,Deportivo Táchira,2004,1,1
18 de marzo,Buenos Aires,River Plate,Deportes Tolima,2004,1,0
7 de abril,Asunción,Libertad,River Plate,2004,1,0
8 de abril,San Cristóbal,Deportivo Táchira,Deportes Tolima,2004,2,0
14 de abril,Buenos Aires,River Plate,Deportivo Táchira,2004,2,2
14 de abril,Ibagué,Deportes Tolima,Libertad,2004,3,2
4 de febrero,Asunción,Guarani,Barcelona,2004,0,0
5 de febrero,Cochabamba,Jorge Wilstermann,Santos,2004,2,3
12 de febrero,Guayaquil,Barcelona,Jorge Wilstermann,2004,4,0
18 de febrero,Santos,Santos,Guarani,2004,2,2
3 de marzo,Cochabamba,Jorge Wilstermann,Guarani,2004,0,0
3 de marzo,Guayaquil,Barcelona,Santos,2004,1,3
11 de marzo,Santos,Santos,Barcelona,2004,1,0
18 de marzo,Asunción,Guarani,Jorge Wilstermann,2004,3,1
24 de marzo,Cochabamba,Jorge Wilstermann,Barcelona,2004,2,2
25 de marzo,Asunción,Guarani,Santos,2004,1,2
14 de abril,Guayaquil,Barcelona,Guarani,2004,2,0
14 de abril,Santos,Santos,Jorge Wilstermann,2004,5,0
3 de febrero,Santiago,Colo-Colo,Deportivo Cali,2004,2,3
18 de febrero,La Paz,Bolívar,Boca Juniors,2004,3,1
2 de marzo,Cali,Deportivo Cali,Bolívar,2004,3,1
3 de marzo,Buenos Aires,Boca Juniors,Colo-Colo,2004,2,0
10 de marzo,Cali,Deportivo Cali,Boca Juniors,2004,0,1
18 de marzo,La Paz,Bolívar,Colo-Colo,2004,2,0
24 de marzo,Buenos Aires,Boca Juniors,Deportivo Cali,2004,3,0
25 de marzo,Santiago,Colo-Colo,Bolívar,2004,2,0
7 de abril,La Paz,Bolívar,Deportivo Cali,2004,1,0
8 de abril,Santiago,Colo-Colo,Boca Juniors,2004,1,0
21 de abril,Cali,Deportivo Cali,Colo-Colo,2004,3,1
21 de abril,Buenos Aires,Boca Juniors,Bolívar,2004,3,0
5 de febrero,Asunción,Olimpia,Rosario Central,2004,0,2
10 de febrero,Lima,Sporting Cristal,Coritiba,2004,4,1
17 de febrero,Curitiba,Coritiba,Olimpia,2004,1,1
26 de febrero,Rosario,Rosario Central,Sporting Cristal,2004,1,1
4 de marzo,Rosario,Rosario Central,Coritiba,2004,2,0
9 de marzo,Lima,Sporting Cristal,Olimpia,2004,3,2
10 de marzo,Curitiba,Coritiba,Rosario Central,2004,2,0
16 de marzo,Asunción,Olimpia,Sporting Cristal,2004,2,1
23 de marzo,Lima,Sporting Cristal,Rosario Central,2004,4,1
6 de abril,Asunción,Olimpia,Coritiba,2004,1,1
13 de abril,Curitiba,Coritiba,Sporting Cristal,2004,2,0
13 de abril,Rosario,Rosario Central,Olimpia,2004,2,1
29 de abril,Guayaquil,Barcelona,U. A. Maracaibo,2004,6,1
28 de abril,São Caetano do Sul,São Caetano,Independiente,2004,2,2
6 de mayo,Guayaquil,Barcelona,Once Caldas,2004,0,0
13 de mayo,Manizales,Once Caldas,Barcelona,2004,1,1
5 de mayo,Quito,Liga de Quito,Santos,2004,4,2
11 de mayo,Santos,Santos,Liga de Quito,2004,2,0
4 de mayo,San Cristóbal,Deportivo Táchira,Nacional,2004,3,0
13 de mayo,Montevideo,Nacional,Deportivo Táchira,2004,2,2
6 de mayo,Rosario,Rosario Central,São Paulo,2004,1,0
12 de mayo,São Paulo,São Paulo,Rosario Central,2004,2,1
5 de mayo,Cali,Deportivo Cali,Cruzeiro,2004,1,0
13 de mayo,Belo Horizonte,Cruzeiro,Deportivo Cali,2004,2,1
4 de mayo,Torreón,Santos Laguna,River Plate,2004,0,1
11 de mayo,Buenos Aires,River Plate,Santos Laguna,2004,1,2
4 de mayo,Lima,Sporting Cristal,Boca Juniors,2004,2,3
12 de mayo,Buenos Aires,Boca Juniors,Sporting Cristal,2004,2,1
5 de mayo,São Caetano do Sul,São Caetano,América,2004,2,1
11 de mayo,Ciudad de México,América,São Caetano,2004,1,1
19 de mayo,Santos,Santos,Once Caldas,2004,1,1
27 de mayo,Manizales,Once Caldas,Santos,2004,1,0
19 de mayo,São Paulo,São Paulo,Deportivo Táchira,2004,3,0
26 de mayo,San Cristóbal,Deportivo Táchira,São Paulo,2004,1,4
20 de mayo,Buenos Aires,River Plate,Deportivo Cali,2004,1,0
26 de mayo,Cali,Deportivo Cali,River Plate,2004,1,3
20 de mayo,São Caetano do Sul,São Caetano,Boca Juniors,2004,0,0
25 de mayo,Avellaneda,Boca Juniors,São Caetano,2004,1,1
9 de junio,São Paulo,São Paulo,Once Caldas,2004,0,0
16 de junio,Manizales,Once Caldas,São Paulo,2004,2,1
10 de junio,Buenos Aires,Boca Juniors,River Plate,2004,1,0
17 de junio,Buenos Aires,River Plate,Boca Juniors,2004,2,1
23 de junio,Buenos Aires,Boca Juniors,Once Caldas,2004,0,0
1 de julio,Manizales,Once Caldas,Boca Juniors,2004,1,1
15 de febrero,Medellín,Independiente Medellín,Atlético Paranaense,2005,2,2
17 de febrero,Asunción,Libertad,América de Cali,2005,1,2
22 de febrero,Cali,América de Cali,Independiente Medellín,2005,1,0
1 de marzo,Curitiba,Atlético Paranaense,Libertad,2005,1,0
8 de marzo,Asunción,Libertad,Independiente Medellín,2005,3,2
10 de marzo,Cali,América de Cali,Atlético Paranaense,2005,3,1
17 de marzo,Medellín,Independiente Medellín,Libertad,2005,4,2
14 de abril,Curitiba,Atlético Paranaense,América de Cali,2005,2,1
20 de abril,Asunción,Libertad,Atlético Paranaense,2005,1,2
26 de abril,Medellín,Independiente Medellín,América de Cali,2005,2,0
10 de mayo,Cali,América de Cali,Libertad,2005,0,1
10 de mayo,Curitiba,Atlético Paranaense,Independiente Medellín,2005,0,4
16 de febrero,La Paz,Bolívar,Santos,2005,4,3
24 de febrero,Montevideo,Danubio,Liga de Quito,2005,3,0
3 de marzo,Santos,Santos,Danubio,2005,3,2
8 de marzo,Quito,Liga de Quito,Bolívar,2005,1,0
15 de marzo,Montevideo,Danubio,Bolívar,2005,2,0
17 de marzo,Quito,Liga de Quito,Santos,2005,2,1
6 de abril,Santos,Santos,Liga de Quito,2005,3,1
12 de abril,La Paz,Bolívar,Danubio,2005,2,0
20 de abril,Montevideo,Danubio,Santos,2005,1,2
27 de abril,La Paz,Bolívar,Liga de Quito,2005,2,2
11 de mayo,Quito,Liga de Quito,Danubio,2005,1,1
11 de mayo,Santos,Santos,Bolívar,2005,6,0
22 de febrero,Santiago,Universidad de Chile,Quilmes,2005,3,2
3 de marzo,La Paz,The Strongest,São Paulo,2005,3,3
9 de marzo,São Paulo,São Paulo,Universidad de Chile,2005,4,2
10 de marzo,Quilmes,Quilmes,The Strongest,2005,1,0
15 de marzo,Santiago,Universidad de Chile,The Strongest,2005,2,1
16 de marzo,Quilmes,Quilmes,São Paulo,2005,2,2
13 de abril,La Paz,The Strongest,Universidad de Chile,2005,0,0
13 de abril,São Paulo,São Paulo,Quilmes,2005,3,1
21 de abril,Santiago,Universidad de Chile,São Paulo,2005,1,1
28 de abril,La Paz,The Strongest,Quilmes,2005,2,1
11 de mayo,São Paulo,São Paulo,The Strongest,2005,3,0
11 de mayo,Quilmes,Quilmes,Universidad de Chile,2005,1,1
2 de marzo,San Cristóbal,Deportivo Táchira,Santo André,2005,1,0
2 de marzo,Asunción,Cerro Porteño,Palmeiras,2005,1,1
10 de marzo,Santo André,Santo André,Cerro Porteño,2005,2,2
10 de marzo,São Paulo,Palmeiras,Deportivo Táchira,2005,3,0
16 de marzo,São Paulo,Palmeiras,Santo André,2005,1,1
7 de abril,Asunción,Cerro Porteño,Deportivo Táchira,2005,3,1
19 de abril,San Cristóbal,Deportivo Táchira,Cerro Porteño,2005,0,3
19 de abril,Santo André,Santo André,Palmeiras,2005,2,1
28 de abril,Asunción,Cerro Porteño,Santo André,2005,1,0
4 de mayo,San Cristóbal,Deportivo Táchira,Palmeiras,2005,1,2
12 de mayo,Santo André,Santo André,Deportivo Táchira,2005,6,0
12 de mayo,São Paulo,Palmeiras,Cerro Porteño,2005,0,0
15 de febrero,Montevideo,Nacional,Junior,2005,0,1
23 de febrero,Riobamba,Olmedo,River Plate,2005,2,3
1 de marzo,Barranquilla,Junior,Olmedo,2005,2,0
3 de marzo,Buenos Aires,River Plate,Nacional,2005,1,0
16 de marzo,Montevideo,Nacional,Olmedo,2005,1,2
17 de marzo,Barranquilla,Junior,River Plate,2005,0,2
7 de abril,Buenos Aires,River Plate,Junior,2005,2,1
7 de abril,Riobamba,Olmedo,Nacional,2005,2,3
19 de abril,Riobamba,Olmedo,Junior,2005,3,1
21 de abril,Montevideo,Nacional,River Plate,2005,1,3
3 de mayo,Barranquilla,Junior,Nacional,2005,3,2
3 de mayo,Buenos Aires,River Plate,Olmedo,2005,1,1
15 de febrero,Lima,Alianza Lima,Tigres,2005,0,0
17 de febrero,Caracas,Caracas,Banfield,2005,1,1
23 de febrero,Banfield,Banfield,Alianza Lima,2005,3,2
23 de febrero,Monterrey,Tigres,Caracas,2005,3,1
1 de marzo,Lima,Alianza Lima,Caracas,2005,2,1
15 de marzo,Monterrey,Tigres,Banfield,2005,2,2
5 de abril,Caracas,Caracas,Alianza Lima,2005,2,0
6 de abril,Banfield,Banfield,Tigres,2005,0,3
12 de abril,Lima,Alianza Lima,Banfield,2005,0,1
13 de abril,Caracas,Caracas,Tigres,2005,2,5
3 de mayo,Monterrey,Tigres,Alianza Lima,2005,0,0
3 de mayo,Banfield,Banfield,Caracas,2005,3,1
16 de febrero,Calama,Cobreloa,Guadalajara,2005,1,3
24 de febrero,Manizales,Once Caldas,San Lorenzo,2005,0,0
2 de marzo,Guadalajara,Guadalajara,Once Caldas,2005,0,0
9 de marzo,Buenos Aires,San Lorenzo,Cobreloa,2005,0,0
22 de marzo,Calama,Cobreloa,Once Caldas,2005,2,1
23 de marzo,Guadalajara,Guadalajara,San Lorenzo,2005,2,1
5 de abril,Buenos Aires,San Lorenzo,Guadalajara,2005,0,0
5 de abril,Manizales,Once Caldas,Cobreloa,2005,0,0
12 de abril,Manizales,Once Caldas,Guadalajara,2005,4,2
26 de abril,Calama,Cobreloa,San Lorenzo,2005,2,0
5 de mayo,Guadalajara,Guadalajara,Cobreloa,2005,3,1
5 de mayo,Buenos Aires,San Lorenzo,Once Caldas,2005,0,1
16 de febrero,Lima,Sporting Cristal,Pachuca,2005,2,0
17 de febrero,Cuenca,Deportivo Cuenca,Boca Juniors,2005,0,0
24 de febrero,Pachuca,Pachuca,Deportivo Cuenca,2005,2,1
2 de marzo,Buenos Aires,Boca Juniors,Sporting Cristal,2005,3,0
8 de marzo,Lima,Sporting Cristal,Deportivo Cuenca,2005,1,0
16 de marzo,Pachuca,Pachuca,Boca Juniors,2005,3,1
6 de abril,Buenos Aires,Boca Juniors,Pachuca,2005,4,0
14 de abril,Cuenca,Deportivo Cuenca,Sporting Cristal,2005,2,2
27 de abril,Lima,Sporting Cristal,Boca Juniors,2005,0,3
27 de abril,Cuenca,Deportivo Cuenca,Pachuca,2005,1,1
4 de mayo,Pachuca,Pachuca,Sporting Cristal,2005,2,0
4 de mayo,Buenos Aires,Boca Juniors,Deportivo Cuenca,2005,3,0
17 de mayo,Quito,Liga de Quito,River Plate,2005,2,1
26 de mayo,Buenos Aires,River Plate,Liga de Quito,2005,4,2
18 de mayo,Banfield,Banfield,Independiente Medellín,2005,3,0
24 de mayo,Medellín,Independiente Medellín,Banfield,2005,0,2
19 de mayo,Manizales,Once Caldas,Tigres,2005,1,1
26 de mayo,Monterrey,Tigres,Once Caldas,2005,2,1
18 de mayo,São Paulo,Palmeiras,São Paulo,2005,0,1
25 de mayo,São Paulo,São Paulo,Palmeiras,2005,2,0
17 de mayo,Barranquilla,Junior,Boca Juniors,2005,3,3
26 de mayo,Buenos Aires,Boca Juniors,Junior,2005,4,0
18 de mayo,Pachuca de Soto,Pachuca,Guadalajara,2005,1,1
24 de mayo,Guadalajara,Guadalajara,Pachuca,2005,3,1
19 de mayo,Santiago,Universidad de Chile,Santos,2005,2,1
25 de mayo,Santos,Santos,Universidad de Chile,2005,3,0
19 de mayo,Curitiba,Atlético Paranaense,Cerro Porteño,2005,2,1
26 de mayo,Asunción,Cerro Porteño,Atlético Paranaense,2005,2,1
2 de junio,Banfield,Banfield,River Plate,2005,1,1
16 de junio,Buenos Aires,River Plate,Banfield,2005,3,2
1 de junio,São Paulo,São Paulo,Tigres,2005,4,0
15 de junio,Monterrey,Tigres,São Paulo,2005,2,1
2 de junio,Guadalajara,Guadalajara,Boca Juniors,2005,4,0
14 de junio,Buenos Aires,Boca Juniors,Guadalajara,2005,0,0
1 de junio,Curitiba,Atlético Paranaense,Santos,2005,3,2
15 de junio,Santos,Santos,Atlético Paranaense,2005,0,2
22 de junio,São Paulo,São Paulo,River Plate,2005,2,0
29 de junio,Buenos Aires,River Plate,São Paulo,2005,2,3
23 de junio,Curitiba,Atlético Paranaense,Guadalajara,2005,3,0
30 de junio,Guadalajara,Guadalajara,Atlético Paranaense,2005,2,2
6 de julio,Porto Alegre,Atlético Paranaense,São Paulo,2005,1,1
14 de julio,São Paulo,São Paulo,Atlético Paranaense,2005,4,0
8 de febrero,Cuzco,Cienciano,Guadalajara,2006,0,1
1 de marzo,Caracas,Caracas,São Paulo,2006,1,2
7 de marzo,Guadalajara,Guadalajara,Caracas,2006,1,1
8 de marzo,São Paulo,São Paulo,Cienciano,2006,4,1
14 de marzo,Cuzco,Cienciano,Caracas,2006,2,1
21 de marzo,Guadalajara,Guadalajara,São Paulo,2006,2,1
28 de marzo,Caracas,Caracas,Cienciano,2006,4,0
5 de abril,São Paulo,São Paulo,Guadalajara,2006,1,2
12 de abril,Caracas,Caracas,Guadalajara,2006,0,0
12 de abril,Cuzco,Cienciano,São Paulo,2006,0,2
20 de abril,São Paulo,São Paulo,Caracas,2006,2,0
20 de abril,Guadalajara,Guadalajara,Cienciano,2006,0,0
7 de febrero,La Paz,Bolívar,Estudiantes (LP),2006,1,0
9 de febrero,Lima,Sporting Cristal,Santa Fe,2006,1,2
15 de febrero,Bogotá,Santa Fe,Bolívar,2006,2,2
21 de febrero,Quilmes,Estudiantes (LP),Sporting Cristal,2006,4,3
8 de marzo,Lima,Sporting Cristal,Bolívar,2006,2,1
9 de marzo,Bogotá,Santa Fe,Estudiantes (LP),2006,3,1
15 de marzo,La Paz,Bolívar,Sporting Cristal,2006,1,2
21 de marzo,Quilmes,Estudiantes (LP),Santa Fe,2006,1,0
28 de marzo,La Paz,Bolívar,Santa Fe,2006,1,0
4 de abril,Lima,Sporting Cristal,Estudiantes (LP),2006,2,2
13 de abril,Quilmes,Estudiantes (LP),Bolívar,2006,2,1
13 de abril,Bogotá,Santa Fe,Sporting Cristal,2006,2,1
9 de febrero,La Paz,The Strongest,Newell's Old Boys,2006,3,2
14 de febrero,Santiago,Unión Española,Goiás,2006,0,2
21 de febrero,Newell's Old Boys,Newell's Old Boys,Unión Española,2006,2,0
